ticker,scoring_date,sector,return_21d,return_63d,return_126d,momentum_21_126,volatility_21d,drawdown_63d,price_vs_sma_21d,historical_same_month_avg_return_by_ticker,historical_month_rank_by_ticker,spy_return_63d,market_risk_off_flag,cross_sectional_breadth_21d,ticker_return_21d_minus_sector_return_21d,ticker_rank_within_sector_21d,operating_margin,net_margin,revenue_yoy_growth,eps_diluted_yoy_growth,eps_surprise_pct,trailing_4q_avg_surprise_pct,ar1_beta_63d,rolling_mean_reversion_signal_21d,trend_persistence_63d,forward_excess_return_vs_spy_21d,forward_excess_return_vs_spy_63d,forward_excess_return_vs_spy_126d
NEE,2017-08-23,Utilities,0.05248780998898006,0.08230819174871118,0.18331395581203935,0.1308261458230593,0.08988646675610268,-0.0014482798625703452,0.019329463249613044,-0.050658442544129545,10.0,0.021373169869262076,0.0,0.4094488188976378,0.006126219916531728,1.0,,,,,,,0.08462887240416243,-1.5680538238661923,0.23809523809523808,-0.046935,-0.024463,-0.083775
NKE,2017-08-23,Consumer Discretionary,-0.09732258010997141,0.03427653344361148,-0.059760721240988524,0.03756185886898289,0.23070265328237471,-0.10857988172058541,-0.07840601464307251,0.038558500601088896,1.0,0.021373169869262076,0.0,0.4094488188976378,-0.06303518691822274,10.0,,,0.060971,,,,0.0031375355931390135,2.1119498182274565,0.047619047619047616,-0.028505,0.043254,0.145383
NOC,2017-08-23,Industrials,0.025449563823686683,0.07277052116830185,0.11874454206872498,0.0932949782450383,0.12543520678481243,-0.008531591361266466,0.009397844979761372,-0.01691544691017388,9.0,0.021373169869262076,0.0,0.4094488188976378,0.03866540566887599,3.0,,,,,,,-0.19377415104879916,-0.7627224353013232,0.047619047619047616,0.01865,0.059666,0.172624
NOW,2017-08-23,Information Technology,0.019113038633985946,0.0664077672419916,0.18553694538282173,0.16642390674883578,0.25624555058597726,-0.021557066611255116,0.012034897046492521,-0.030032021027678213,7.0,0.021373169869262076,0.0,0.4094488188976378,0.027515978040907073,6.0,,,0.372834,,,,-0.07614783254089466,-0.7140380673843933,0.015873015873015872,0.029335,0.0976,0.325679
NVDA,2017-08-23,Information Technology,0.003604458228815055,0.1975602011298725,0.6531064903496937,0.6495020321208786,0.44545586967224904,-0.037157627865763265,0.005669347470923292,0.07623521969708946,7.0,0.021373169869262076,0.0,0.4094488188976378,0.012007397635736182,11.0,,,,,,,-0.21664184898237868,-0.23202654463002467,0.07936507936507936,0.054598,0.234708,0.350619
ORCL,2017-08-23,Information Technology,-0.0410398542539363,0.09870819527469865,0.15147368605620337,0.19251354031013967,0.13642002096788303,-0.0410398542539363,-0.006718669565599966,0.004385840859858048,7.0,0.021373169869262076,0.0,0.4094488188976378,-0.032636914847015176,21.0,,,0.018382,,,,0.1696309425658214,0.41650266799245,0.06349206349206349,-0.043561,-0.073427,-0.097402
ORLY,2017-08-23,Consumer Discretionary,0.045009318038408574,-0.18645062950607216,-0.26577427439763224,-0.3107835924360408,0.331125435742942,-0.2141822025433492,-0.027086684059883126,-0.03674774850601814,9.0,0.021373169869262076,0.0,0.4094488188976378,0.07929671123015725,2.0,,,0.040781,,,,0.030120510169939742,1.0915075162464258,-0.14285714285714285,0.048373,0.036261,0.166868
PANW,2017-08-23,Information Technology,-0.06467807317473262,0.10570481713123381,-0.14599975649274632,-0.0813216833180137,0.18882301882408584,-0.07489362676092914,-0.008617299029241687,0.017419168070766045,4.0,0.021373169869262076,0.0,0.4094488188976378,-0.05627513376781149,23.0,,,0.485369,,,,0.020576250492407175,0.4883991533892758,-0.015873015873015872,0.050267,0.076985,0.134462
PEP,2017-08-23,Consumer Staples,0.007213507644122208,0.017539181026472894,0.0855099982348404,0.07829649059071819,0.08421525129209914,-0.015197212263886595,0.0010487299770276515,-0.012990430592420776,7.0,0.021373169869262076,0.0,0.4094488188976378,0.013433880892206158,4.0,,,,,,,0.011948777689126258,-0.12773252070184996,0.1111111111111111,-0.064724,-0.072017,-0.186433
PFE,2017-08-23,Health Care,0.014039070963214995,0.04726029547181421,-0.00500406721512936,-0.019043138178344354,0.1069441818321845,-0.017714702263937232,0.0040833904518626785,-0.04881345078730548,10.0,0.021373169869262076,0.0,0.4094488188976378,0.02867404143562076,6.0,,,,,,,0.11174995444478271,-0.42714298878331913,0.015873015873015872,0.056813,0.010595,-0.023607
PH,2017-08-23,Industrials,-0.05072868176658729,-0.012287061614804085,0.029381594105680753,0.08011027587226804,0.1863417188308561,-0.055168996893867006,-0.01917609756164873,0.07854575551265519,3.0,0.021373169869262076,0.0,0.4094488188976378,-0.037512839921397985,16.0,,,,,,,0.001224150677538423,0.8083143723527385,-0.031746031746031744,0.103792,0.110409,0.043788
PM,2017-08-23,Consumer Staples,-0.020030925547936507,-0.00833010159758596,0.10330337748917362,0.12333430303711013,0.14122105677633837,-0.052466846960876445,-0.003919352799939713,-0.003291686026798968,7.0,0.021373169869262076,0.0,0.4094488188976378,-0.013810552299852556,7.0,,,0.001284,,,,-0.014295023819295491,0.35370307294658343,-0.047619047619047616,-0.050566,-0.164628,-0.197568
PYPL,2017-08-23,Financials,0.030724352217106787,0.17629768514875543,0.41194442398793196,0.3812200717708252,0.22003211884878318,-0.012984964554867195,0.01263124192334053,-0.00241671602904725,8.0,0.021373169869262076,0.0,0.4094488188976378,0.04206380736868961,3.0,,,,,,,-0.2423470808480467,-1.048442068342718,0.07936507936507936,0.058747,0.226718,0.192434
QCOM,2017-08-23,Information Technology,-0.019523458373216118,-0.10053967924163154,-0.06829766627375555,-0.048774207900539435,0.13593241372190354,-0.11264022032191534,-0.010215137439217092,0.01638476446750925,5.0,0.021373169869262076,0.0,0.4094488188976378,-0.011120518966294991,19.0,,,,,,,-0.19529945600612691,1.0163755053139891,-0.1111111111111111,-0.01665,0.222239,0.101471
REGN,2017-08-23,Health Care,-0.07069830256739607,0.041266521202972806,0.32189158579720845,0.3925898883646045,0.2617934339888162,-0.09378383590462835,-0.00026343386780403044,-0.07661372478244588,8.0,0.021373169869262076,0.0,0.4094488188976378,-0.0560633320949903,21.0,,,0.155638,,,,0.16496436687836544,0.008120836804669566,-0.015873015873015872,-0.118132,-0.262669,-0.455889
ROP,2017-08-23,Information Technology,-0.010196137076180944,0.02757159726990932,0.10661638770144166,0.1168125247776226,0.16173686950562724,-0.02785483373832498,-0.007939554795156623,0.04220481776895402,3.0,0.021373169869262076,0.0,0.4094488188976378,-0.0017931976692598176,16.0,,,0.211014,,,,-0.16552804824188433,0.6427221575452484,0.047619047619047616,0.040427,0.060638,0.085814
SBUX,2017-08-23,Consumer Discretionary,-0.07217548160329157,-0.12224677783818327,-0.053644707344485565,0.018530774258806004,0.38619205987477073,-0.15867858777856858,-0.005423106781646592,-0.02797931026517264,7.0,0.021373169869262076,0.0,0.4094488188976378,-0.0378880884115429,8.0,,,,,,,-0.16110286115801245,0.18271703619545973,-0.1746031746031746,-0.006341,-0.003958,-0.085376
SCHW,2017-08-23,Financials,-0.07253564469792495,0.021137820399847795,-0.03216727484029891,0.04036836985762604,0.17531097737064522,-0.08803591997117288,-0.04221083492512445,0.10954824716827272,4.0,0.021373169869262076,0.0,0.4094488188976378,-0.06119618954634213,20.0,,,,,,,0.18430465429887427,1.2768663456679716,-0.07936507936507936,0.044903,0.092683,0.196791
SHW,2017-08-23,Materials,-0.044260836881574894,0.01157028564203233,0.08794942318822296,0.13221026006979786,0.17164339306456528,-0.06758342795503014,0.0017120898944487095,-0.050712860521844205,10.0,0.021373169869262076,0.0,0.4094488188976378,-0.021244787476522586,3.0,,,0.121455,,,,-0.1409023825922163,-0.11127635997580412,-0.1111111111111111,0.016649,0.096092,0.056489
SLB,2017-08-23,Energy,-0.057006107395262906,-0.10812750958681827,-0.20909621556776725,-0.15209010817250435,0.1380723918120877,-0.09689851103224278,-0.03735265266074328,-0.01887717636342834,10.0,0.021373169869262076,0.0,0.4094488188976378,-0.024249230255364185,4.0,,,0.049108,,,,-0.007986710079511489,1.0729706523145357,-0.12698412698412698,0.072403,-0.081329,-0.058077
SNPS,2017-08-23,Information Technology,0.027879544644989096,0.07531151707425732,0.10263967190818835,0.07476012726319925,0.16387383991712223,-0.007080510614785096,0.01910752193684906,0.09471937006219089,1.0,0.021373169869262076,0.0,0.4094488188976378,0.03628248405191022,3.0,,,0.133845,,,,-0.11519727772354724,-1.5516132915834338,0.30158730158730157,-0.001713,0.069795,-0.049182
SO,2017-08-23,Utilities,0.03923828616743985,-0.035022343852577076,-0.009711521643117949,-0.0489498078105578,0.14686106016521538,-0.05984187900867477,-0.00035696461536638413,-0.030291385037235163,9.0,0.021373169869262076,0.0,0.4094488188976378,-0.007123303905008482,3.0,,,,,,,0.1273507741598384,0.030008875508170083,-0.031746031746031744,-0.00878,0.01155,-0.194673
SPGI,2017-08-23,Financials,-0.024879321296965018,0.0844377674093888,0.16027037182782045,0.18514969312478546,0.16757560381164122,-0.024879321296965018,-0.0008964392746450001,0.013975718892183853,7.0,0.021373169869262076,0.0,0.4094488188976378,-0.013539866145382195,14.0,,,0.049238,,,,-0.22674297553813633,0.07126714723677978,0.20634920634920634,0.014353,0.016599,0.1423
SYK,2017-08-23,Health Care,-0.052718111620341124,-0.008625541992621555,0.08205829603502224,0.13477640765536336,0.23434040411934418,-0.06431315421043193,-0.0493056095372536,-0.005331664494745203,8.0,0.021373169869262076,0.0,0.4094488188976378,-0.03808314114793536,18.0,,,,,,,-0.24454279450512129,3.499105532304435,-0.07936507936507936,-0.006731,0.060577,0.041148
T,2017-08-23,Communication Services,0.0469354541357363,0.011180239291781913,-0.06581591965236477,-0.11275137378810107,0.24157192076476092,-0.0378075764994944,-0.009761610112862584,-0.05567126983625892,10.0,0.021373169869262076,0.0,0.4094488188976378,0.05104789272223104,2.0,,,,,,,0.15160483667543279,0.752824181110885,-0.06349206349206349,-0.007347,-0.147928,-0.132767
TDG,2017-08-23,Industrials,-0.05486783669694073,0.024035679070790295,0.0675516342961886,0.12241947099312933,0.17837316057153962,-0.05486783669694073,-0.025826149545091548,0.020284591538737518,6.0,0.021373169869262076,0.0,0.4094488188976378,-0.041651994851751424,17.0,,,,,,,-0.19772033156546232,1.5657176375949797,0.1746031746031746,0.015779,-0.000594,0.055573
TJX,2017-08-23,Consumer Discretionary,0.04670247538816774,-0.028133111796042276,-0.07214636986682144,-0.11884884525498918,0.1840058286103725,-0.05258992966481535,0.017363515923871198,-0.04934443301203029,11.0,0.021373169869262076,0.0,0.4094488188976378,0.08098986857991641,1.0,,,,,,,-0.14486612035433263,-1.3033193408430084,-0.015873015873015872,-0.013003,-0.068817,-0.036084
TMO,2017-08-23,Health Care,-0.023983267786442664,0.021077055321967686,0.10960768840928359,0.13359095619572625,0.1646219027578223,-0.034965706168082034,0.005865530552952691,-0.041865524299132484,9.0,0.021373169869262076,0.0,0.4094488188976378,-0.009348297314036897,14.0,,,0.104757,,,,-0.018054713912580858,-0.6711182408983439,0.015873015873015872,0.046866,0.029869,0.07146
TSLA,2017-08-23,Consumer Discretionary,0.03878093123098103,0.13716069621114113,0.37806162370065644,0.3392806924696754,0.3909866307514152,-0.08001045174317212,0.014275936378563614,-0.09702290457247609,11.0,0.021373169869262076,0.0,0.4094488188976378,0.0730683244227297,3.0,,,,,,,0.22255045894092465,-0.3533088752622051,0.14285714285714285,-0.029779,-0.16747,-0.136668
TXN,2017-08-23,Information Technology,-8.489882949558325e-05,0.016652788070569358,0.061548528203177355,0.06163342703267294,0.17225922540341734,-0.0350595804943169,-0.004961287212415844,-0.003010775603142002,10.0,0.021373169869262076,0.0,0.4094488188976378,0.008318040577425544,12.0,,,0.129597,,,,-0.19366540083902054,0.4972785244869392,0.19047619047619047,0.066218,0.165712,0.20449
UNH,2017-08-23,Health Care,0.020168180832190297,0.11078218159973119,0.20399222351693713,0.18382404268474684,0.10608866998093297,-0.003386106110586762,0.006132017653164956,-0.04993066067464291,11.0,0.021373169869262076,0.0,0.4094488188976378,0.03480315130459606,5.0,,,,,,,-0.10926532454023727,-0.6960973875571882,0.1111111111111111,-0.027474,0.030307,0.058811
UNP,2017-08-23,Industrials,0.0007624129528343015,-0.022466280503222857,-0.004453078752841844,-0.005215491705676145,0.19393991170807168,-0.06071710415104692,0.014109531322658908,0.03262304411941841,6.0,0.021373169869262076,0.0,0.4094488188976378,0.01397825479802361,8.0,,,,,,,-0.12458410814728942,-1.1488401801379418,0.14285714285714285,0.079432,0.053124,0.165065
UPS,2017-08-23,Industrials,0.010374762756578448,0.09238560113155048,0.09720480074017468,0.08683003798359623,0.198892101493455,-0.010543864473045339,0.01669091733030381,0.017517328019049483,5.0,0.021373169869262076,0.0,0.4094488188976378,0.023590604601767755,4.0,,,0.069474,,,,-0.13933198968690666,-0.9034706857511802,0.20634920634920634,0.011267,-0.057657,-0.189703
USB,2017-08-23,Financials,-0.02557835409105258,0.005863628557419176,-0.05465911917417621,-0.029080765083123628,0.12910092404452692,-0.026676468938349185,-0.013911876165414339,0.04695279776347383,4.0,0.021373169869262076,0.0,0.4094488188976378,-0.014238898939469757,15.0,,,0.031092,,,,0.10521788675938838,1.3663147334165604,-0.015873015873015872,0.010884,-0.061245,-0.051623
V,2017-08-23,Financials,0.03356500488893577,0.09003470187181684,0.1740703999802098,0.14050539509127402,0.13876975707342756,-0.008551476210779785,0.01888856223873625,0.03831407738752657,3.0,0.021373169869262076,0.0,0.4094488188976378,0.04490446004051859,1.0,,,0.247851,,,,-0.07485820012065102,-1.3033645135016767,0.1746031746031746,-0.00195,0.013696,0.060975
VRTX,2017-08-23,Health Care,-0.05383713746362884,0.30093375237576625,0.7875888720305946,0.8414260094942234,0.33573399666915626,-0.07741858144060565,-0.0013250418274078912,-0.025670081069788853,5.0,0.021373169869262076,0.0,0.4094488188976378,-0.03920216699122307,19.0,,,0.517261,,,,0.02059945481148315,0.05811759062838275,0.047619047619047616,-0.038002,-0.121485,-0.052083
VZ,2017-08-23,Communication Services,0.09777150126534906,0.08599423635892078,-0.01616383866576776,-0.11393533993111682,0.2810147905890311,-0.012880964234722181,0.002898232831339387,-0.05558592984212196,10.0,0.021373169869262076,0.0,0.4094488188976378,0.10188393985184381,1.0,,,,,,,0.08066578985640395,-0.1501487581830371,0.031746031746031744,0.008538,-0.10039,-0.110892
WM,2017-08-23,Industrials,0.00515618508111082,0.07134669141865069,0.055032162006794394,0.049875976925683574,0.09857359369449308,-0.0022308310782303,0.008705740813941487,-0.03297048502779232,11.0,0.021373169869262076,0.0,0.4094488188976378,0.018372026926300127,5.0,,,0.07817,,,,-0.22341128648365738,-1.5362237102584937,0.23809523809523808,0.009299,0.001262,0.001956
XOM,2017-08-23,Energy,-0.03634486664683645,-0.06000008145966318,-0.045206068556828405,-0.008861201909991956,0.0999924369633302,-0.07351038118094166,-0.02361222248201389,-0.01199459943170511,9.0,0.021373169869262076,0.0,0.4094488188976378,-0.0035879895069377277,3.0,,,,,,,-0.0704764287586982,1.4492764042418904,-0.07936507936507936,0.018189,-0.002993,-0.102809
ZTS,2017-08-23,Health Care,0.0013053858954970021,-0.013413546666610321,0.14942062615180562,0.14811524025630862,0.1779450166685111,-0.03385309709031725,0.00016295999051285648,0.012482619896595493,7.0,0.021373169869262076,0.0,0.4094488188976378,0.015940356367902767,8.0,,,,,,,-0.21860857456901447,-0.011918948570337456,0.09523809523809523,0.020616,0.096391,0.218918
AAPL,2017-09-01,Information Technology,0.05865011269599707,0.06992911980076033,0.1868376470621691,0.12818753436617203,0.1841264888262931,0.0,0.026445572071914114,0.06550433559130808,4.0,0.020733067409568706,0.0,0.5905511811023622,0.01949245342429194,9.0,,,,,6.3694,3.033575,-0.0031531202867165486,-1.683001853198141,0.20634920634920634,-0.083654,-0.025937,-0.026947
ABBV,2017-09-01,Health Care,0.06240303979251571,0.12720902369688192,0.20936252883698225,0.14695948904446654,0.13744257176555344,0.0,0.04988144960922747,-0.016068616869843066,8.0,0.020733067409568706,0.0,0.5905511811023622,0.03279723909075545,5.0,,,,,1.4286,1.85515,0.10249739626701275,-2.1627676752213763,0.38095238095238093,0.164022,0.213669,0.428377
ABT,2017-09-01,Health Care,0.04109023675621115,0.1038874071399265,0.14730800346974937,0.10621776671353822,0.16119938889641405,0.0,0.03528377165836982,0.0064256700365716846,6.0,0.020733067409568706,0.0,0.5905511811023622,0.011484436054450889,8.0,,,0.269524,,1.6393,4.2814,-0.09723440044529048,-2.2487527501999125,-0.07936507936507936,0.024897,0.026782,0.08891
ADI,2017-09-01,Information Technology,0.08262739840123512,0.07754519188240638,0.01200612412025115,-0.07062127428098397,0.25560873412428764,0.0,0.06193684411220768,0.030210676775837664,5.0,0.020733067409568706,0.0,0.5905511811023622,0.04346973912952999,3.0,,,,,9.5652,18.9115,-0.1475205812004019,-2.3788196339153354,0.1111111111111111,-0.001721,-0.049342,-0.010917
ADP,2017-09-01,Industrials,-0.0395455777781798,0.06783440101800742,0.03431571801485345,0.07386129579303324,0.26891224187176005,-0.09721643746004094,0.0020311563654256126,-0.01210036838330808,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.03532399376013498,18.0,,,,,-1.4925,7.513625,0.16976919390404424,-0.07235638614451108,0.06349206349206349,0.011451,-0.007117,-0.025463
AMAT,2017-09-01,Information Technology,0.05865034374421185,-0.032440680559242985,0.22912783836726436,0.1704774946230525,0.31282872883916013,-0.04732634309336903,0.029362576674487606,0.010389008677031297,7.0,0.020733067409568706,0.0,0.5905511811023622,0.019492684472506724,8.0,,,,,3.6145,2.79195,-0.1364985792376077,-1.5495795561499548,-0.07936507936507936,0.124128,0.080604,0.222695
AMD,2017-09-01,Information Technology,-0.003776449516557756,0.17348753104744485,0.011503038264500054,0.01527948778105781,0.405667936592417,-0.10636860597240472,0.04591621895295028,-0.06621624887033095,11.0,0.020733067409568706,0.0,0.5905511811023622,-0.042934108788262884,22.0,,,,,6566.6667,186.1111,0.20308177883233774,-1.4140818517498135,-0.047619047619047616,-0.007881,-0.25886,-0.220568
AMGN,2017-09-01,Health Care,0.03292704919511924,0.12292578532247878,0.00978456737568889,-0.02314248181943035,0.17365244363017188,-0.0063228330201753336,0.043811044523401454,-0.019110872581962535,8.0,0.020733067409568706,0.0,0.5905511811023622,0.0033212484933589775,10.0,,,0.005261,,5.1447,4.935525,0.04154778429701342,-2.474790509940987,0.1746031746031746,0.022357,-0.074026,-0.031631
AMZN,2017-09-01,Consumer Discretionary,-0.008784950986250761,-0.03271902277608152,0.1554906432883978,0.16427559427464855,0.17226523032631727,-0.07081118842604617,0.009878889871042906,0.08860318280928281,3.0,0.020733067409568706,0.0,0.5905511811023622,0.012386901204712336,6.0,,,0.237469,,-71.4286,13.9881,0.0647261436546673,-0.639554612763216,-0.047619047619047616,-0.046938,0.115838,0.459675
AON,2017-09-01,Financials,-0.0007922134035504014,0.06281476833685917,0.20687458942963777,0.20766680283318817,0.1191420553447309,-0.009487400759001452,0.002271429678327941,0.010237787472115567,6.0,0.020733067409568706,0.0,0.5905511811023622,0.0020507492649197213,11.0,,,-0.145556,,0.6944,4.441425,-0.09582768451844678,-0.35040229838847875,0.1746031746031746,0.035535,-0.045436,-0.083126
APD,2017-09-01,Materials,-0.00864389993809811,0.01139363009898342,0.05977364734556989,0.068417547283668,0.10539280823921689,-0.02195811800997327,-0.0018274777049879232,-0.033928882724725606,10.0,0.020733067409568706,0.0,0.5905511811023622,-0.01802738410874142,3.0,,,,,3.7736,1.378825,-0.2700468490032175,0.30865897779904833,-0.07936507936507936,0.02645,0.044349,0.028822
APH,2017-09-01,Information Technology,0.03905969309853341,0.07210931487956773,0.1581575916014175,0.1190978985028841,0.09361927009570883,-0.0008647708449388558,0.022093747606176883,0.04421182863275397,5.0,0.020733067409568706,0.0,0.5905511811023622,-9.796617317171796e-05,12.0,,,,,11.1111,4.3301,-0.314771772521284,-1.780755974201168,0.14285714285714285,0.028186,0.040641,0.002598
AXP,2017-09-01,Financials,0.00701416246983122,0.09491115688054186,0.09207764884276215,0.08506348637293093,0.11373030633014668,-0.01430371455031676,0.005586757856975266,-0.023483190479848592,10.0,0.020733067409568706,0.0,0.5905511811023622,0.009857125138301342,8.0,,,,,2.0833,9.63655,0.01964883678319333,-0.715708739856888,0.2222222222222222,0.036094,0.068089,0.011381
BA,2017-09-01,Industrials,0.014746608552587137,0.27951005815614716,0.34645560073011605,0.3317089921775289,0.13725676794427694,-0.00287310510343175,0.012058495817240056,0.017690110848564755,8.0,0.020733067409568706,0.0,0.5905511811023622,0.018968192570631953,7.0,,,,,11.3537,17.441825,0.19137736530957175,-1.3157083655426016,0.2698412698412698,0.037637,0.062913,0.354695
BKNG,2017-09-01,Consumer Discretionary,-0.08735760779852886,-0.021548041431174503,0.06970854698141249,0.15706615477994135,0.30305607198999657,-0.09672018177028674,-0.00603210343534899,0.03865226906222219,5.0,0.020733067409568706,0.0,0.5905511811023622,-0.06618575560756576,11.0,,,,,7.0175,9.37,0.15731904603039618,0.13934694593956032,0.047619047619047616,-0.016225,-0.134771,0.01465
BMY,2017-09-01,Health Care,0.0792792320087985,0.1519871337042109,0.06645105427416964,-0.012828177734628854,0.14469161008076817,-0.009590172202695313,0.0378883543282158,-0.060463625261566456,10.0,0.020733067409568706,0.0,0.5905511811023622,0.04967343130703823,2.0,,,,,1.3699,7.99375,0.03614573838028145,-1.790824774774888,0.2698412698412698,0.047971,-0.010196,-0.005325
BSX,2017-09-01,Health Care,0.028421848742972378,-0.0003635124972242165,0.11066234837599187,0.08224049963301949,0.128435164794343,-0.026548672566371723,0.025354224940838055,-0.0008396497909283207,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.001183951958787885,12.0,,,0.01173,,3.2258,0.02875,-0.186174170601848,-2.0687928561295985,-0.1111111111111111,0.029955,-0.121446,-0.115425
C,2017-09-01,Financials,0.0066048069629145445,0.12485827683214534,0.14601022924069573,0.1394054222777812,0.14279623086227844,-0.010092281467530606,0.013083821606737933,-0.010683003136658265,9.0,0.020733067409568706,0.0,0.5905511811023622,0.009447769631384667,9.0,,,,,5.7851,5.755625,0.17318307585547157,-1.0570678603179349,0.015873015873015872,0.055609,0.03343,-0.023202
CDNS,2017-09-01,Information Technology,0.06848935666777689,0.08924544279538238,0.2476619910074751,0.1791726343396982,0.16738653637005182,-0.01527111923739477,0.038087038028458586,0.003537741772741132,6.0,0.020733067409568706,0.0,0.5905511811023622,0.029331697396071763,5.0,,,0.061083,,,,0.01908592800659822,-1.7718093446665397,0.1746031746031746,0.010092,0.057653,-0.104657
CL,2017-09-01,Consumer Staples,-0.0041898098957900975,-0.07164240687651058,-0.02310943813186983,-0.018919628236079733,0.08061714563710472,-0.07080020047911006,-0.0013272430948769731,-0.0026906803600554863,7.0,0.020733067409568706,0.0,0.5905511811023622,0.002425186948088711,6.0,,,-0.002498,,,,-0.19114654775885498,0.3002977556324555,-0.3333333333333333,-0.009329,-0.042318,-0.124968
CME,2017-09-01,Financials,0.010081146501965899,0.07424383226442943,0.028993976899284846,0.018912830397318947,0.11398817661350426,-0.009337528916736448,0.0047143667213740414,-0.029944420074551115,9.0,0.020733067409568706,0.0,0.5905511811023622,0.01292410917043602,7.0,,,,,,,0.09543836256091724,-0.6511439236068916,0.0,0.068063,0.128191,0.276567
CMG,2017-09-01,Consumer Discretionary,-0.07357535645428437,-0.3230003813890229,-0.22281864191517864,-0.14924328546089427,0.2421796116525105,-0.3199498392620578,0.004046728084823092,0.02361446321906624,5.0,0.020733067409568706,0.0,0.5905511811023622,-0.05240350426332127,10.0,,,,,,,-0.03483479353479514,-0.10538608104729953,-0.20634920634920634,-0.078326,-0.110986,-0.118122
CRM,2017-09-01,Information Technology,0.06264517164862937,0.050667557468071944,0.16375744810878068,0.1011122764601513,0.1712727051219853,0.0,0.04360849211329154,-0.10186337807418688,11.0,0.020733067409568706,0.0,0.5905511811023622,0.023487512376924244,7.0,,,0.258694,,,,-0.03200987466369563,-1.7479479468038164,0.07936507936507936,-0.032088,0.009095,0.184379
CSCO,2017-09-01,Information Technology,0.023447643540036145,0.02650443119352386,-0.03814621590814993,-0.06159385944818607,0.22913068362591177,-0.0012366626131911085,0.024390282112076056,0.008905877666163464,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.015710015731668983,16.0,,,,,,,-0.010676329390815661,-1.4460809470425868,0.19047619047619047,0.022669,0.101791,0.28122
CVS,2017-09-01,Health Care,-0.008651587471069977,-0.004611093668586919,-0.02373443951957066,-0.015082852048500683,0.15441651994729494,-0.03474822953255463,0.0009359097544523465,-0.04721620644097835,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.03825738817283024,18.0,,,,,,,-0.014819196428338077,-0.05207156785037898,0.047619047619047616,0.013055,-0.101946,-0.23281
DE,2017-09-01,Industrials,-0.10323547355191443,-0.06874651190616654,0.05885990561224741,0.16209537916416183,0.2560208472217573,-0.12287598456973825,-0.048563913583931195,0.016807932285165084,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.09901388953386961,19.0,,,,,,,0.1345004963372164,0.9068972122462718,0.07936507936507936,0.083054,0.224986,0.264547
DUK,2017-09-01,Utilities,0.017122789580528153,0.02518063270813964,0.08593844202840839,0.06881565244788024,0.06578673718767185,-0.00468575812686467,0.008917016019202695,0.004770302528516179,4.0,0.020733067409568706,0.0,0.5905511811023622,0.006794222372551636,2.0,,,,,,,0.05775490921005588,-0.9293191875867141,0.07936507936507936,-0.062521,-0.043414,-0.22196
EMR,2017-09-01,Industrials,-0.023057193742276216,0.0035701108969703466,-0.009309401463341138,0.013747792278935078,0.12944190925603968,-0.034198832692715286,-0.003067805646986277,0.03473780614773969,5.0,0.020733067409568706,0.0,0.5905511811023622,-0.0188356097242314,14.0,,,,,,,-0.01724853792542008,0.22949330578656557,-0.031746031746031744,0.05154,0.036654,0.104219
EOG,2017-09-01,Energy,-0.03655800635305784,-0.038013962231838616,-0.14104454291482038,-0.10448653656176254,0.18700419100110455,-0.10762681627773563,-0.006138840161239334,0.09289179985618512,4.0,0.020733067409568706,0.0,0.5905511811023622,-0.006335661781380987,3.0,,,,,,,0.026533637319999102,0.19611821254008596,-0.1111111111111111,0.10136,0.131256,0.070954
EQIX,2017-09-01,Real Estate,0.04157073936656164,0.05364612888229847,0.24551490648078222,0.2039441671142206,0.16083923596842392,-0.005230149639385728,0.028215608432560435,-0.022786138260985078,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.0009749693616117883,2.0,,,0.155491,,,,-0.20524834932898672,-1.1974649965565918,0.14285714285714285,-0.075966,-0.06131,-0.263251
ETN,2017-09-01,Industrials,-0.02689847194139683,-0.05935306255854356,0.013081715872846233,0.03998018781424306,0.14569760801147683,-0.10416221659393976,-0.003259905118861095,-0.012473869310004493,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.022676887923352013,17.0,,,,,,,-0.04913970992658156,0.2104872245390146,-0.047619047619047616,0.055933,0.02043,0.0262
FDX,2017-09-01,Industrials,0.027178221261257685,0.06581391200441322,0.11373426735908554,0.08655604609782785,0.14198604742281373,-0.01830555444720683,0.031608035143604996,0.061686903053827624,4.0,0.020733067409568706,0.0,0.5905511811023622,0.0313998052793025,5.0,,,0.197637,,,,-0.11211296910497538,-2.1456972812248423,0.20634920634920634,0.014082,0.003588,0.023026
GD,2017-09-01,Industrials,0.003361445318292411,-0.003102309523774327,0.05660306056845177,0.05324161525015936,0.13323402824509353,-0.02405706917679029,0.0014498005371001987,0.019314322524011773,5.0,0.020733067409568706,0.0,0.5905511811023622,0.007583029336337225,9.0,,,-0.01774,0.044397,,,-0.11673259965727653,-0.240900064351664,0.12698412698412698,0.027332,-0.055111,0.020948
