ticker,scoring_date,sector,return_21d,return_63d,return_126d,momentum_21_126,volatility_21d,drawdown_63d,price_vs_sma_21d,historical_same_month_avg_return_by_ticker,historical_month_rank_by_ticker,spy_return_63d,market_risk_off_flag,cross_sectional_breadth_21d,ticker_return_21d_minus_sector_return_21d,ticker_rank_within_sector_21d,operating_margin,net_margin,revenue_yoy_growth,eps_diluted_yoy_growth,eps_surprise_pct,trailing_4q_avg_surprise_pct,ar1_beta_63d,rolling_mean_reversion_signal_21d,trend_persistence_63d,forward_excess_return_vs_spy_21d,forward_excess_return_vs_spy_63d,forward_excess_return_vs_spy_126d
GE,2017-09-01,Industrials,-0.024068283557159176,-0.09392150520945963,-0.15493075900296116,-0.13086247544580198,0.14239460408643964,-0.13310344712981326,0.009001752326347923,-0.04445676732623782,11.0,0.020733067409568706,0.0,0.5905511811023622,-0.01984669953911436,15.0,,,,,,,0.21310534878633636,-0.4439192708564655,-0.14285714285714285,-0.028986,-0.354031,-0.515033
GILD,2017-09-01,Health Care,0.12612553329321585,0.2893068180449845,0.21325478854792457,0.08712925525470872,0.28801736812996065,0.0,0.12078662830732578,0.015555965962542828,3.0,0.020733067409568706,0.0,0.5905511811023622,0.09651973259145559,1.0,,,,,,,0.345572763881109,-2.545898150766293,0.2698412698412698,-0.025793,-0.167147,-0.15261
GOOG,2017-09-01,Communication Services,0.01482160394871701,-0.04710887362392069,0.1323539735229573,0.11753236957424029,0.13998682564621237,-0.04684740302201562,0.01679517182304835,0.013349573866615172,5.0,0.020733067409568706,0.0,0.5905511811023622,0.026589745376689136,2.0,,,0.215605,,,,-0.08864915066336723,-1.7152149486496278,-0.047619047619047616,-0.003501,0.005344,0.056111
GOOGL,2017-09-01,Communication Services,0.012432165842977128,-0.05168939317556842,0.12359677030625105,0.11116460446327392,0.14759796943924378,-0.05206711547455234,0.01529661333478538,0.017990829614661363,5.0,0.020733067409568706,0.0,0.5905511811023622,0.024200307270949253,3.0,,,0.215605,,,,-0.06721742711653032,-1.545470764054147,-0.047619047619047616,-0.004215,0.004411,0.044267
GS,2017-09-01,Financials,0.011882045172045386,0.0591681386711691,-0.0975973711514937,-0.10947941632353908,0.1839238976460132,-0.026913000408114618,0.0068035894350784165,-0.048329942728866926,9.0,0.020733067409568706,0.0,0.5905511811023622,0.014725007840515508,6.0,,,,,,,0.05014416343412553,-0.4040776563776909,0.047619047619047616,0.044365,0.033242,0.076623
HCA,2017-09-01,Health Care,-0.003672935580097847,-0.045266830752106246,-0.10378234369577011,-0.10010940811567226,0.14101831673943516,-0.09823472782920928,0.0013394536068638274,0.0010586667753931245,6.0,0.020733067409568706,0.0,0.5905511811023622,-0.03327873628185811,17.0,,,,,,,-0.022230664185527965,-0.1527454138163995,-0.015873015873015872,-0.015022,-0.003968,0.176004
HD,2017-09-01,Consumer Discretionary,0.005847134823913747,-0.020145588741422138,0.043135232256682476,0.03728809743276873,0.17344168230652837,-0.04494905684613304,0.0019671145398574286,-0.04056086875996778,10.0,0.020733067409568706,0.0,0.5905511811023622,0.027018987014876844,4.0,,,,,,,-0.10201221750794284,-0.13464847725217574,0.06349206349206349,0.070119,0.130285,0.09862
HON,2017-09-01,Industrials,-0.009034057755640035,0.036026796973758435,0.10247018468612956,0.1115042424417696,0.11505714237355019,-0.012430434707133342,0.003413563448705803,-0.0010282389906693945,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.00481247373759522,11.0,,,,,,,-0.2233295606254052,-0.4270630055042397,0.1111111111111111,0.011302,0.055233,-0.016291
IBM,2017-09-01,Information Technology,0.004569415182990477,-0.04466708312256551,-0.1853235667032609,-0.18989298188625137,0.09561777118361482,-0.06413231118605711,0.013308268239340393,-0.0001887014924663033,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.03458824408871465,20.0,,,,,,,-0.13868886567210972,-1.7141723299530514,0.06349206349206349,-0.006579,0.012507,-0.009814
ICE,2017-09-01,Financials,-0.0007675650804399581,0.05838938932920956,0.1101250292849223,0.11089259436536225,0.1314584966113104,-0.03240175401410239,0.000373155866784991,-0.04199923441656295,9.0,0.020733067409568706,0.0,0.5905511811023622,0.0020753975880301646,10.0,,,-0.031066,,,,-0.009708931807933736,-0.05263376935096651,0.0,0.051359,0.038065,0.021018
INTC,2017-09-01,Information Technology,-0.03836688544813471,-0.02714863401419565,0.00130486099852134,0.03967174644665605,0.10980421341804757,-0.04099468842656384,-0.009702865232263935,0.05182531470801899,4.0,0.020733067409568706,0.0,0.5905511811023622,-0.07752454471983984,25.0,,,0.085331,,,,-0.2149523296623821,0.47463248335755404,0.015873015873015872,0.096939,0.208488,0.351415
ISRG,2017-09-01,Health Care,0.07770621177651149,0.09190791841131318,0.3684246483800131,0.2907184366035016,0.17304304772296425,0.0,0.03486687202019456,0.055956976271007486,2.0,0.020733067409568706,0.0,0.5905511811023622,0.04810041107475123,4.0,,,0.131109,,,,-0.2130308213090098,-1.3240242435324805,0.1111111111111111,0.041372,0.109647,0.158769
JNJ,2017-09-01,Health Care,-0.011147367953882381,0.011533630315661014,0.07297679231328358,0.08412416026716596,0.10184126279386514,-0.03446195920179329,-0.008685557890290685,-0.010139261634714236,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.040753168655642644,19.0,,,,,,,0.0727336207409159,1.759144163699714,0.015873015873015872,-0.017152,0.002492,-0.121301
JPM,2017-09-01,Financials,-0.008648691478292836,0.1137144832201733,0.008857758010172079,0.017506449488464915,0.12149370766388712,-0.024675481062642723,-0.0027807651736639905,-0.013481342179777478,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.005805728809822714,14.0,,,,,,,0.21163423705355985,0.2454198151883829,0.031746031746031744,0.036296,0.077073,0.157603
KLAC,2017-09-01,Information Technology,0.06468030739177921,-0.10983088073345393,0.04849458331237133,-0.01618572407940788,0.2795274771841742,-0.13050604106298258,0.03381326064834189,0.006497414511233535,7.0,0.020733067409568706,0.0,0.5905511811023622,0.025522648120074085,6.0,,,,,,,-0.07501198215905604,-1.8579539525085027,0.12698412698412698,0.067795,0.038134,0.135834
KO,2017-09-01,Consumer Staples,0.002408773165748279,0.0036258896899887816,0.10393894582017671,0.10153017265442843,0.06008537905365798,-0.00909088032779315,0.0027222799844419665,-0.01759742584126278,8.0,0.020733067409568706,0.0,0.5905511811023622,0.009023770009627088,5.0,,,,,,,0.009043433919020488,-0.5650272687503135,-0.015873015873015872,-0.030351,-0.051916,-0.136998
LLY,2017-09-01,Health Care,-0.016346073673231598,0.015636275683995615,-0.03243321421405876,-0.01608714054082716,0.19101195478175298,-0.049076542171481385,0.001616791791305472,0.03228280816623985,5.0,0.020733067409568706,0.0,0.5905511811023622,-0.04595187437499186,20.0,,,,,,,0.12484974576705644,-0.07725785004102168,0.09523809523809523,0.054227,-0.000192,-0.134935
LOW,2017-09-01,Consumer Discretionary,-0.041843116421605875,-0.05504960782142887,-0.06957651513169505,-0.027733398710089174,0.2680222592341153,-0.07416352900692857,-0.0078035472296623665,-0.05681876906049377,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.020671264230642777,8.0,,,0.106735,,,,-0.25136801545099546,0.29768826288768646,0.047619047619047616,0.064434,0.06176,0.065382
MA,2017-09-01,Financials,0.025791752748716368,0.06023205008403676,0.20102092161705842,0.17522916886834206,0.12399020953717846,-0.004556703827725883,0.011733927290496826,0.05319286696633552,4.0,0.020733067409568706,0.0,0.5905511811023622,0.028634715417186492,4.0,,,,,,,-0.07624098109944187,-0.8367064211782318,0.07936507936507936,0.048083,0.052848,0.224422
MAR,2017-09-01,Consumer Discretionary,0.004697098515851872,-0.03737040482607168,0.20477909273392436,0.2000819942180725,0.2512333009903336,-0.019055253696959817,0.027192144350331127,-0.05201064944283407,10.0,0.020733067409568706,0.0,0.5905511811023622,0.02586895070681497,5.0,,,,,,,0.0031296857382290748,-1.189623083359386,0.1111111111111111,0.028632,0.153015,0.220151
MCO,2017-09-01,Financials,0.04219598894647825,0.12865125335125938,0.1989343095311189,0.15673832058464066,0.1317207180252611,-0.005057989311196498,0.022018050899629715,-0.0037719485433997946,7.0,0.020733067409568706,0.0,0.5905511811023622,0.04503895161494837,2.0,,,0.132206,,,,0.09640891635774648,-1.2120254003326996,0.14285714285714285,0.028809,0.061711,0.135835
MDLZ,2017-09-01,Consumer Staples,-0.05828150805903998,-0.12643796670076246,-0.055287614259483364,0.002993893799556613,0.17850753837408329,-0.1228925582153797,-0.044976671841569615,-0.02056647223412833,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.051666511215161165,9.0,,,,,,,-0.13144448990038826,1.7563102011616516,-0.031746031746031744,-0.01839,-0.016728,0.014381
MDT,2017-09-01,Health Care,-0.038900522346140276,-0.06379577960520111,-0.007902892149851737,0.03099763019628854,0.1492622041929923,-0.09955015429905345,-0.026319387541324568,-0.0022822095605765647,6.0,0.020733067409568706,0.0,0.5905511811023622,-0.06850632304790054,22.0,,,0.030417,,,,0.032440024227331714,1.0317529784109478,0.031746031746031744,-0.043752,-0.051078,-0.095967
META,2017-09-01,Communication Services,0.02034524798966597,0.11970323773534175,0.2517829623733612,0.2314377143836952,0.15697354872169947,-0.002493550784719578,0.01616613720659066,0.017047277648277515,6.0,0.020733067409568706,0.0,0.5905511811023622,0.0321133894176381,1.0,,,0.468353,,,,-0.04638827130940441,-1.4711392025607775,0.14285714285714285,-0.037293,-0.05445,-0.067041
MO,2017-09-01,Consumer Staples,-0.030515763754906056,-0.14657258581327925,-0.14562742107950533,-0.11511165732459927,0.11814026046595012,-0.18234435144780547,-0.014104861738433283,-0.03416443085773502,11.0,0.020733067409568706,0.0,0.5905511811023622,-0.023900766911027247,8.0,,,0.012632,,,,-0.06692200938015538,1.1710951106214755,-0.07936507936507936,-0.017352,0.018483,-0.072633
MRK,2017-09-01,Health Care,0.00488055159941525,-0.01184343288951395,-0.02567527925881319,-0.03055583085822844,0.1029557486448625,-0.03521738981364497,0.018602771274820462,0.0012368200658696704,8.0,0.020733067409568706,0.0,0.5905511811023622,-0.024725249102345012,16.0,,,,,,,0.11319673375556066,-1.9308612957461824,-0.07936507936507936,-0.009564,-0.19073,-0.248014
MU,2017-09-01,Information Technology,0.17139779817112033,0.044537163231225474,0.2679891854220291,0.09659138725090877,0.34664917036396947,0.0,0.08882706285685615,0.07822917711810473,6.0,0.020733067409568706,0.0,0.5905511811023622,0.13224013889941522,1.0,,,,,,,-0.08838316651489772,-1.9136707470071643,0.12698412698412698,0.213025,0.215682,0.536314
NEE,2017-09-01,Utilities,0.024434126072103046,0.06552669580782933,0.1651300436292238,0.14069591755712074,0.07126448299087564,-0.004772073183962333,0.010818401662919808,0.01141046068992213,7.0,0.020733067409568706,0.0,0.5905511811023622,0.01410555886412653,1.0,,,,,,,0.07798322459546089,-0.9054111731558507,0.14285714285714285,-0.047095,-0.017033,-0.077696
NKE,2017-09-01,Consumer Discretionary,-0.10968781256667226,0.01006163770114843,-0.05362226536773851,0.05606554719893375,0.22439515910265953,-0.10968781256667226,-0.04782356809391253,-0.08402909924418978,11.0,0.020733067409568706,0.0,0.5905511811023622,-0.08851596037570916,12.0,,,0.060971,,,,0.014437898132284093,0.9221788467537111,-0.015873015873015872,-0.060738,0.053561,0.118257
NOC,2017-09-01,Industrials,0.00389340069075117,0.055618005558460304,0.1150642851545487,0.11117088446379753,0.12052991271207839,-0.012416835179044461,-0.001816852276621872,0.00886512832521169,8.0,0.020733067409568706,0.0,0.5905511811023622,0.008114984708795984,8.0,,,,,,,-0.2296595668759689,0.2978639646128099,0.047619047619047616,0.057448,0.045854,0.167841
NOW,2017-09-01,Information Technology,0.0781366599640001,0.07502557512517671,0.3388591751679404,0.2607225152039403,0.2325677447020734,-0.006024670443115165,0.0532466338507962,0.08917018656950493,5.0,0.020733067409568706,0.0,0.5905511811023622,0.03897900069229497,4.0,,,0.372834,,,,-0.08987243039665614,-1.927248312007513,-0.015873015873015872,-0.005057,-0.010271,0.369101
NVDA,2017-09-01,Information Technology,0.024807942221994006,0.15269293646273452,0.7486407107237358,0.7238327685017418,0.4269996439174729,-0.0100955396572171,0.02977024224886793,0.1170525247638472,6.0,0.020733067409568706,0.0,0.5905511811023622,-0.014349717049711122,15.0,,,,,,,-0.2168038625944225,-1.1878902360708479,0.07936507936507936,0.026952,0.088136,0.310345
ORCL,2017-09-01,Information Technology,0.007764174853718497,0.10651026307190481,0.1987281313998115,0.190963956546093,0.13027051402468504,-0.010748509000417128,0.028762159055282455,-0.04706445561844241,11.0,0.020733067409568706,0.0,0.5905511811023622,-0.03139348441798663,19.0,,,0.018382,,,,0.18269840237751334,-2.2687613852660085,0.1111111111111111,-0.063445,-0.088442,-0.086777
ORLY,2017-09-01,Consumer Discretionary,-0.041877457213026936,-0.17982342610673463,-0.26731383930215136,-0.22543638208912442,0.21986878620162514,-0.16320463976463306,-0.011080204099899515,0.0005714891892274476,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.02070560502206384,9.0,,,0.040781,,,,0.02047868278882934,0.7327352019871788,-0.14285714285714285,0.060778,0.117553,0.16578
PANW,2017-09-01,Information Technology,0.11324483235164617,0.04376599552481619,0.2792847467676556,0.1660399144160094,0.3943962498232041,0.0,0.11615744198437317,0.19644066998425314,1.0,0.020733067409568706,0.0,0.5905511811023622,0.07408717307994105,2.0,,,0.485369,,,,-0.03888777678535781,-4.050405233143117,0.015873015873015872,-0.041136,-0.092127,0.137046
PEP,2017-09-01,Consumer Staples,0.00301446424776608,-0.010429550575636437,0.07134757724138163,0.06833311299361555,0.08260934316846422,-0.020566000034853316,-0.0031998551295520095,0.018922727688963636,5.0,0.020733067409568706,0.0,0.5905511811023622,0.009629461091644888,4.0,,,,,,,-0.020056462747696874,0.358097702819912,0.047619047619047616,-0.083243,-0.057246,-0.15259
PFE,2017-09-01,Health Care,0.01585394765068493,0.06002192718270227,0.007966212439790787,-0.007887735210894142,0.10008184103573237,0.0,0.01866881470961612,-0.026724065386105944,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.013751853051075333,14.0,,,,,,,0.10066573781478527,-2.020636254890262,0.07936507936507936,0.038875,0.007803,-0.036084
PH,2017-09-01,Industrials,-0.010918588360580017,0.04096566240115629,0.039673674901631095,0.05059226326221111,0.19198149272263,-0.019459446685020754,0.028025416435927264,0.02448396642954065,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.006697004342535203,12.0,,0.081751,0.058848,,,,0.04807045602431639,-1.6532586934859363,0.031746031746031744,0.062626,0.080505,-0.012096
PM,2017-09-01,Consumer Staples,0.029173022430804885,-0.025644327167423375,0.09301215316629818,0.0638391307354933,0.13106348513303845,-0.03301689454059731,0.017902864050201472,-0.017050396176623628,10.0,0.020733067409568706,0.0,0.5905511811023622,0.0357880192746837,1.0,,,0.001284,,,,-0.05170819038958737,-2.0001822537931484,-0.07936507936507936,-0.081238,-0.183794,-0.177759
PYPL,2017-09-01,Financials,0.05203695115860474,0.14237919007908162,0.43363663150990317,0.38159968035129843,0.1866747912943916,-0.005018624168044994,0.02582320993231857,0.10282637045362786,1.0,0.020733067409568706,0.0,0.5905511811023622,0.05487991382707486,1.0,,,,,,,-0.2570081651621878,-1.483111477665445,0.015873015873015872,0.019589,0.152832,0.176979
QCOM,2017-09-01,Information Technology,-0.0061085769866168205,-0.10590334911272559,-0.05855112288556208,-0.05244254589894526,0.13243568748261234,-0.09576398109670314,0.0007032889339784187,0.08609476337522337,4.0,0.020733067409568706,0.0,0.5905511811023622,-0.04526623625832195,23.0,,,,,,,-0.22468578360932637,-0.07478098485981231,-0.031746031746031744,-0.025894,0.196472,0.102104
REGN,2017-09-01,Health Care,0.07897495506846908,0.04943149922162937,0.3196136558764948,0.24063870080802574,0.20267443057412232,-0.04278956287985036,0.05926647220556136,0.02412431951917382,5.0,0.020733067409568706,0.0,0.5905511811023622,0.049369154366708815,3.0,,,0.155638,,,,0.15722663534672937,-2.658688058560018,0.047619047619047616,-0.12129,-0.331343,-0.450486
ROP,2017-09-01,Information Technology,-0.026650747086923054,0.00033489065991121336,0.08711819496000395,0.113768942046927,0.15608612636964633,-0.031852073654002555,-0.006431892339664347,0.02771043109823368,4.0,0.020733067409568706,0.0,0.5905511811023622,-0.06580840635862818,24.0,,,0.211014,,,,-0.18827766093268963,0.5476635402402907,-0.047619047619047616,0.060605,0.061835,0.081071
SBUX,2017-09-01,Consumer Discretionary,-0.009016348532291607,-0.14146609207539307,-0.022490066745972204,-0.013473718213680597,0.1464784830084528,-0.13999424925450565,0.017688158119209874,-0.03716866114379125,8.0,0.020733067409568706,0.0,0.5905511811023622,0.01215550365867149,7.0,,,,,,,-0.1970044528586756,-1.2082684347062547,-0.1746031746031746,-0.042431,-0.023317,-0.062761
SCHW,2017-09-01,Financials,-0.061675925993658676,0.029037106913953892,-0.04262700562370081,0.019048920369957867,0.1843742075733818,-0.07886124885113699,-0.008125719749603855,0.003496469380177114,9.0,0.020733067409568706,0.0,0.5905511811023622,-0.05883296332518855,19.0,,,,,,,0.2970465731645364,0.2742205896582592,-0.1111111111111111,0.081754,0.162446,0.255742
SHW,2017-09-01,Materials,0.031346157902695904,0.006546163405738659,0.1094147912043626,0.07806863330166669,0.17970214838444848,-0.045784348294339194,0.026627166718021344,-0.024849472762233482,9.0,0.020733067409568706,0.0,0.5905511811023622,0.021962673732052594,1.0,,,0.121455,,,,-0.16916484638100104,-2.270608847481882,-0.14285714285714285,0.06417,0.079912,0.060025
SLB,2017-09-01,Energy,-0.0640178761746143,-0.07820534734425333,-0.20327700629589818,-0.13925913012128388,0.13129309462841376,-0.08742727726034571,-0.00285986631941626,0.0017862332152582816,7.0,0.020733067409568706,0.0,0.5905511811023622,-0.03379553160293745,5.0,,,0.049108,,,,0.033242037521277246,0.14959439632000993,-0.12698412698412698,0.064816,-0.050571,-0.044692
SNPS,2017-09-01,Information Technology,0.056636074565152184,0.061378054313110386,0.13653715423476154,0.07990107966960935,0.1630234367313873,-0.0001242788742041867,0.030702418602499115,0.001011933844953461,8.0,0.020733067409568706,0.0,0.5905511811023622,0.017478415293447055,10.0,,,0.133845,,,,-0.12604410800418409,-1.8156737289681886,0.2698412698412698,-0.014623,0.050889,-0.0394
SO,2017-09-01,Utilities,-0.010571214028701648,-0.03880729123447568,-0.016463259040907285,-0.005892045012205638,0.08575595316647523,-0.055536329063559986,0.00098205693419251,-0.0005843285636703,5.0,0.020733067409568706,0.0,0.5905511811023622,-0.020899781236678162,3.0,,,,,,,0.12044742841168826,-0.2636425086633769,-0.047619047619047616,-0.014336,-0.00134,-0.175846
