rank_sn,percentile_sn,ticker,review_label,review_status,quintile,comp_sn,comp_raw,comp_sn_z,sector,sector_is_unknown,sector_repaired,before_rank_sn,rank_delta,before_review_label,cohort,liquidity_proxy,fcf_to_assets,avail_fcf_to_assets,operating_accruals,avail_operating_accruals
408,15.73,E,SHORT,PAPER_REVIEW_ONLY,1,-1.34968,-1.0852,-0.7896,Energy,False,True,390,-18,SHORT,old,7814921.40373,-0.00653,2026-04-24,-0.00222,2026-04-24
409,15.53,EG,SHORT,PAPER_REVIEW_ONLY,1,-1.3559,-1.74689,-0.7932,Financials,False,True,435,26,SHORT,new,92919800.8432,-0.00528,2026-02-26,0.01241,2026-02-26
410,15.32,GM,SHORT,PAPER_REVIEW_ONLY,1,-1.36545,-0.65354,-0.7988,Consumer Discretionary,False,True,320,-90,HOLD,old,550639543.75913,0.00512,2026-04-28,-0.00115,2026-04-28
411,15.11,GSK,SHORT,PAPER_REVIEW_ONLY,1,-1.36697,-0.92317,-0.7997,Health Care,False,True,371,-40,HOLD,old,133674895.92032,0.00842,2026-04-29,0.00719,2026-04-29
412,14.91,GEHC,SHORT,PAPER_REVIEW_ONLY,1,-1.37847,-0.92697,-0.8064,Health Care,False,True,372,-40,HOLD,new,257612043.70353,0.00302,2026-04-29,0.00267,2026-04-29
413,14.7,BP,SHORT,PAPER_REVIEW_ONLY,1,-1.39092,-1.13316,-0.8137,Energy,False,True,398,-15,SHORT,old,240867244.33487,-0.00126,2026-04-14,0.00325,2026-04-14
414,14.49,LHX,SHORT,PAPER_REVIEW_ONLY,1,-1.40004,-1.48538,-0.819,Industrials,False,True,421,7,SHORT,new,221418959.28478,-0.00469,2026-04-30,0.01467,2026-04-30
415,14.29,IFNNY,SHORT,PAPER_REVIEW_ONLY,1,-1.40444,-0.79345,-0.8216,Information Technology,False,True,358,-57,HOLD,old,7583612.72135,-0.00543,2026-03-31,-0.00517,2026-03-31
416,14.08,TAP,SHORT,PAPER_REVIEW_ONLY,1,-1.41955,-1.37402,-0.8304,Consumer Staples,False,True,415,-1,SHORT,new,120472766.09761,-0.01025,2026-04-30,0.00665,2026-04-30
417,13.87,BMY,SHORT,PAPER_REVIEW_ONLY,1,-1.42366,-1.1828,-0.8328,Health Care,False,False,404,-13,SHORT,old,567344516.14065,0.00875,2026-04-30,0.0182,2026-04-30
418,13.66,Q,SHORT,PAPER_REVIEW_ONLY,1,-1.42891,-0.81774,-0.8359,Information Technology,False,True,361,-57,HOLD,new,255530889.7619,0.00092,2026-05-12,0.00114,2026-05-12
419,13.46,BA,SHORT,PAPER_REVIEW_ONLY,1,-1.43085,-1.34048,-0.837,Industrials,False,False,349,-70,HOLD,old,1882103599.92912,-0.00882,2026-04-22,0.00106,2026-04-22
420,13.25,NKE,SHORT,PAPER_REVIEW_ONLY,1,-1.43178,-0.7224,-0.8375,Consumer Discretionary,False,False,448,28,SHORT,old,736784832.02591,0.00766,2026-04-01,0.00243,2026-04-01
421,13.04,BKR,SHORT,PAPER_REVIEW_ONLY,1,-1.45293,-1.20047,-0.8499,Energy,False,True,403,-18,SHORT,old,192894279.49254,0.00322,2026-04-24,0.00845,2026-04-24
422,12.84,GS,SHORT,PAPER_REVIEW_ONLY,1,-1.48781,-1.8712,-0.8703,Financials,False,False,430,8,SHORT,old,851186925.13874,-0.00929,2026-02-25,0.01155,2026-02-25
423,12.63,SWKS,SHORT,PAPER_REVIEW_ONLY,1,-1.48785,-0.86874,-0.8703,Information Technology,False,True,366,-57,HOLD,new,228109920.50702,-0.00405,2026-05-05,-0.00186,2026-05-05
424,12.42,MPWR,SHORT,PAPER_REVIEW_ONLY,1,-1.50948,-0.8951,-0.8829,Information Technology,False,True,369,-55,HOLD,old,225677515.84067,0.01476,2026-02-27,0.01555,2026-02-27
425,12.22,BX,SHORT,PAPER_REVIEW_ONLY,1,-1.59146,-1.98547,-0.9308,Financials,False,True,452,27,SHORT,old,325715571.6499,-0.00053,2026-02-27,0.02134,2026-02-27
426,11.9,GOOG,SHORT,PAPER_REVIEW_ONLY,1,-1.69543,-1.48855,-0.9916,Communication Services,False,False,441,15,SHORT,new,28760408778.32265,0.01437,2026-04-30,0.02385,2026-04-30
427,11.9,GOOGL,SHORT,PAPER_REVIEW_ONLY,1,-1.69543,-1.48855,-0.9916,Communication Services,False,False,442,15,SHORT,old,3758556190.08703,0.01437,2026-04-30,0.02385,2026-04-30
428,11.59,RKLB,SHORT,PAPER_REVIEW_ONLY,1,-1.70703,-1.7522,-0.9984,Industrials,False,True,440,12,SHORT,old,378992840.62067,-0.02745,2026-05-07,0.00188,2026-05-07
429,11.39,TTE,SHORT,PAPER_REVIEW_ONLY,1,-1.738,-1.47122,-1.0165,Energy,False,True,419,-10,SHORT,old,79104350.05866,-0.00394,2026-04-29,0.0079,2026-04-29
430,11.18,SBUX,SHORT,PAPER_REVIEW_ONLY,1,-1.75186,-1.03111,-1.0246,Consumer Discretionary,False,False,456,26,SHORT,old,649704650.83033,0.003,2026-04-28,0.00479,2026-04-28
431,10.97,BLK,SHORT,PAPER_REVIEW_ONLY,1,-1.77685,-2.159,-1.0392,Financials,False,False,449,18,SHORT,old,408843867.85497,-0.00701,2026-04-03,0.01938,2026-04-03
432,10.77,BABA,SHORT,PAPER_REVIEW_ONLY,1,-1.7991,-0.32955,-1.0522,Consumer Discretionary,False,True,267,-165,HOLD,old,2545600991.26243,0.0036,2026-03-19,-0.01002,2026-03-19
433,10.56,PEP,SHORT,PAPER_REVIEW_ONLY,1,-1.82792,-2.08714,-1.069,Consumer Staples,False,False,461,28,SHORT,old,660458379.76606,-0.00367,2026-04-16,0.02076,2026-04-16
434,10.35,RL,SHORT,PAPER_REVIEW_ONLY,1,-1.84533,-0.37507,-1.0792,Consumer Discretionary,False,True,274,-160,HOLD,new,133717185.82698,0.01458,2026-05-21,0.00098,2026-05-21
435,10.14,CTSH,SHORT,PAPER_REVIEW_ONLY,1,-1.85863,-1.44419,-1.087,Information Technology,False,True,417,-18,SHORT,new,269007411.97371,0.00966,2026-04-29,0.01893,2026-04-29
436,9.94,OXY,SHORT,PAPER_REVIEW_ONLY,1,-1.93028,-1.85006,-1.1288,Energy,False,True,447,11,SHORT,new,571947748.83444,-0.0037,2026-05-05,0.02565,2026-05-05
437,9.73,NU,SHORT,PAPER_REVIEW_ONLY,1,-1.93473,-2.3102,-1.1314,Financials,False,True,458,21,SHORT,old,389687222.54171,-0.01664,2026-05-14,0.02693,2026-05-14
438,9.52,NVO,SHORT,PAPER_REVIEW_ONLY,1,-1.99062,-1.69586,-1.1641,Health Care,False,True,434,-4,SHORT,old,255099912.30531,0.02154,2026-05-06,0.04376,2026-05-06
439,9.32,GPC,SHORT,PAPER_REVIEW_ONLY,1,-2.00968,-1.27858,-1.1752,Consumer Discretionary,False,True,411,-28,SHORT,new,110323725.58213,-0.0016,2026-04-21,0.00594,2026-04-21
440,9.11,F,SHORT,PAPER_REVIEW_ONLY,1,-2.02515,-1.29082,-1.1843,Consumer Discretionary,False,True,412,-28,SHORT,old,553827128.58296,-0.00375,2026-04-30,0.00436,2026-04-30
441,8.8,NWS,SHORT,PAPER_REVIEW_ONLY,1,-2.0275,0.9696,-1.1856,Communication Services,False,True,100,-341,HOLD,new,15875190.15073,0.02571,2026-05-08,-0.02642,2026-05-08
442,8.8,NWSA,SHORT,PAPER_REVIEW_ONLY,1,-2.0275,0.9696,-1.1856,Communication Services,False,True,101,-341,HOLD,new,55493461.21123,0.02571,2026-05-08,-0.02642,2026-05-08
443,8.49,AXON,SHORT,PAPER_REVIEW_ONLY,1,-2.06308,-2.07873,-1.2064,Industrials,False,True,454,11,SHORT,new,138263360.85322,-0.00773,2026-05-07,0.02842,2026-05-07
444,8.28,BG,SHORT,PAPER_REVIEW_ONLY,1,-2.07734,-2.31218,-1.2148,Consumer Staples,False,True,457,13,SHORT,new,113196015.45657,-0.01843,2026-04-02,0.0128,2026-04-02
445,8.07,NCLH,SHORT,PAPER_REVIEW_ONLY,1,-2.08557,-0.57533,-1.2196,Consumer Discretionary,False,True,310,-135,HOLD,new,267531558.05542,-0.02627,2026-05-04,-0.0297,2026-05-04
446,7.87,AMP,SHORT,PAPER_REVIEW_ONLY,1,-2.09235,-2.46018,-1.2235,Financials,False,True,463,17,SHORT,new,171057305.50715,-0.01384,2026-02-19,0.01974,2026-02-19
447,7.66,SHW,SHORT,PAPER_REVIEW_ONLY,1,-2.12023,-1.65242,-1.2398,Materials,False,False,212,-235,HOLD,old,368089323.03318,3e-05,2026-04-28,0.015,2026-04-28
448,7.45,HSIC,SHORT,PAPER_REVIEW_ONLY,1,-2.16764,-1.84215,-1.2675,Health Care,False,True,446,-2,SHORT,new,106370167.48306,-0.01203,2026-05-05,0.01805,2026-05-05
449,7.25,MLM,SHORT,PAPER_REVIEW_ONLY,1,-2.16781,-3.00554,-1.2676,Materials,False,True,467,18,SHORT,new,172371925.44176,0.002,2026-04-30,0.06274,2026-04-30
450,7.04,DIS,SHORT,PAPER_REVIEW_ONLY,1,-2.23476,0.78438,-1.3068,Communication Services,False,False,210,-240,HOLD,old,1194384428.10986,0.02408,2026-05-06,-0.02274,2026-05-06
451,6.83,LMT,SHORT,PAPER_REVIEW_ONLY,1,-2.2679,-2.17023,-1.3261,Industrials,False,False,427,-24,SHORT,old,493019038.92022,-0.00491,2026-04-23,0.02141,2026-04-23
452,6.63,SOLV,SHORT,PAPER_REVIEW_ONLY,1,-2.2828,-1.94268,-1.3348,Health Care,False,True,451,-1,SHORT,new,92560308.85604,-0.01937,2026-05-05,0.01433,2026-05-05
453,6.42,BSX,SHORT,PAPER_REVIEW_ONLY,1,-2.31426,-1.84967,-1.3532,Health Care,False,False,460,7,SHORT,old,407302828.32592,0.00386,2026-03-31,0.0223,2026-03-31
454,6.21,PPG,SHORT,PAPER_REVIEW_ONLY,1,-2.47992,-1.99633,-1.45,Materials,False,True,453,-1,SHORT,new,187670740.54394,-0.00736,2026-04-29,0.01576,2026-04-29
455,6.0,HON,SHORT,PAPER_REVIEW_ONLY,1,-2.49267,-2.38198,-1.4575,Industrials,False,False,444,-11,SHORT,old,527220909.3048,-0.0118,2026-04-23,0.01988,2026-04-23
456,5.8,CVNA,SHORT,PAPER_REVIEW_ONLY,1,-2.54004,-1.80877,-1.4852,Consumer Discretionary,False,True,443,-13,SHORT,old,429384601.72938,0.00407,2026-04-29,0.02164,2026-04-29
457,5.59,LII,SHORT,PAPER_REVIEW_ONLY,1,-2.56019,-2.45213,-1.4969,Industrials,False,True,462,5,SHORT,new,106165446.20729,-0.00918,2026-04-29,0.02355,2026-04-29
458,5.38,PHM,SHORT,PAPER_REVIEW_ONLY,1,-2.58929,-1.8516,-1.5139,Consumer Discretionary,False,True,445,-13,SHORT,new,156597538.63249,1e-05,2026-04-23,0.01906,2026-04-23
459,5.18,MRSH,SHORT,PAPER_REVIEW_ONLY,1,-2.62074,-2.98196,-1.5323,Financials,False,True,466,7,SHORT,old,256304522.05498,-0.01281,2026-04-16,0.03132,2026-04-16
460,4.97,OMC,SHORT,PAPER_REVIEW_ONLY,1,-2.62675,-2.36852,-1.5358,Communication Services,False,True,459,-1,SHORT,new,168603249.78564,-0.0123,2026-04-29,0.01918,2026-04-29
461,4.76,TM,SHORT,PAPER_REVIEW_ONLY,1,-2.66774,-1.10544,-1.5598,Consumer Discretionary,False,True,397,-64,SHORT,old,38922415.21987,-0.0043,2026-02-06,0.00448,2026-02-06
462,4.55,EME,SHORT,PAPER_REVIEW_ONLY,1,-2.71108,-2.60938,-1.5851,Industrials,False,True,464,2,SHORT,new,79006263.17245,-0.00296,2026-04-29,0.03207,2026-04-29
463,4.35,AMZN,SHORT,PAPER_REVIEW_ONLY,1,-2.73784,-1.97025,-1.6007,Consumer Discretionary,False,False,470,7,SHORT,old,8421941682.37484,-0.01982,2026-04-30,0.00461,2026-04-30
464,4.14,COHR,SHORT,PAPER_REVIEW_ONLY,1,-2.88072,-2.11086,-1.6842,Information Technology,False,True,455,-9,SHORT,old,193111788.66134,-0.02218,2026-05-06,0.01649,2026-05-06
465,3.93,SWK,SHORT,PAPER_REVIEW_ONLY,1,-2.9245,-2.79481,-1.7098,Industrials,False,True,465,0,SHORT,new,168163886.14803,-0.02071,2026-04-29,0.02076,2026-04-29
466,3.73,WBD,SHORT,PAPER_REVIEW_ONLY,1,-3.08076,0.03658,-1.8011,Communication Services,False,True,200,-266,HOLD,old,274235628.13802,-0.00487,2026-05-06,-0.02768,2026-05-06
467,3.52,PNR,SHORT,PAPER_REVIEW_ONLY,1,-3.2025,-3.0805,-1.8723,Industrials,False,True,468,1,SHORT,new,93758988.66961,-0.01215,2026-04-28,0.03391,2026-04-28
468,3.31,APTV,SHORT,PAPER_REVIEW_ONLY,1,-3.38069,-1.74093,-1.9764,Consumer Discretionary,False,True,438,-30,SHORT,new,183699022.02728,-0.01436,2026-04-01,0.01317,2026-04-01
469,3.11,BALL,SHORT,PAPER_REVIEW_ONLY,1,-3.42666,-4.11589,-2.0033,Materials,False,True,478,9,SHORT,new,146405764.60994,-0.04745,2026-05-05,0.04967,2026-05-05
470,2.9,MKC,SHORT,PAPER_REVIEW_ONLY,1,-3.51554,-3.75572,-2.0552,Consumer Staples,False,True,475,5,SHORT,new,176779841.44486,0.00113,2026-03-31,0.05905,2026-03-31
471,2.69,CLX,SHORT,PAPER_REVIEW_ONLY,1,-3.63907,-3.35832,-2.1274,Consumer Staples,False,True,471,0,SHORT,new,198104099.86705,-0.02564,2026-04-30,0.04801,2026-04-30
472,2.48,J,SHORT,PAPER_REVIEW_ONLY,1,-3.64319,-3.48265,-2.1298,Industrials,False,True,472,0,SHORT,new,82196842.05247,-0.04228,2026-05-05,0.0367,2026-05-05
473,2.28,HII,SHORT,PAPER_REVIEW_ONLY,1,-3.70721,-3.54199,-2.1672,Industrials,False,True,473,0,SHORT,new,86383841.46825,-0.03702,2026-05-05,0.04301,2026-05-05
474,2.07,CBRE,SHORT,PAPER_REVIEW_ONLY,1,-3.77285,-4.01726,-2.2056,Real Estate,False,True,477,3,SHORT,new,133441799.37628,-0.03003,2026-04-23,0.03789,2026-04-23
475,1.86,PSKY,SHORT,PAPER_REVIEW_ONLY,1,-3.92553,-0.72343,-2.2948,Communication Services,False,True,340,-135,HOLD,new,289214360.65994,0.00216,2026-04-09,-0.00038,2026-04-09
476,1.66,FSLR,SHORT,PAPER_REVIEW_ONLY,1,-4.00981,-3.12216,-2.344,Information Technology,False,True,469,-7,SHORT,new,265853418.93252,-0.02497,2026-04-30,0.04206,2026-04-30
477,1.45,PSX,SHORT,PAPER_REVIEW_ONLY,1,-4.10584,-3.7613,-2.4002,Energy,False,True,476,-1,SHORT,old,252871468.29936,-0.03385,2026-04-29,0.02939,2026-04-29
478,1.24,QCOM,SHORT,PAPER_REVIEW_ONLY,1,-4.14633,-3.7303,-2.4238,Information Technology,False,False,481,3,SHORT,old,1059492593.47649,0.03353,2026-04-29,0.08613,2026-04-29
479,1.04,WDC,SHORT,PAPER_REVIEW_ONLY,1,-4.63795,-3.71866,-2.7111,Information Technology,False,True,474,-5,SHORT,old,448572374.97604,0.065,2026-04-30,0.13839,2026-04-30
480,0.83,MAS,SHORT,PAPER_REVIEW_ONLY,1,-4.69864,-4.54068,-2.7466,Industrials,False,True,480,0,SHORT,new,125421593.6439,-0.02159,2026-04-22,0.0558,2026-04-22
481,0.62,NOC,SHORT,PAPER_REVIEW_ONLY,1,-5.08953,-4.90491,-2.975,Industrials,False,False,479,-2,SHORT,old,331514933.96267,-0.03646,2026-04-21,0.05061,2026-04-21
482,0.41,CTVA,SHORT,PAPER_REVIEW_ONLY,1,-5.62798,-6.08138,-3.2896,Materials,False,True,482,0,SHORT,new,193732931.54763,-0.06957,2026-05-06,0.08453,2026-05-06
483,0.21,ASML,SHORT,PAPER_REVIEW_ONLY,1,-8.80095,-8.19163,-5.1438,Information Technology,False,True,483,0,SHORT,old,633881800.53494,-0.05426,2026-04-15,0.10283,2026-04-15
