ticker,normalized_path,price_rows,gitignored
LNT,research/data/eodhd/normalized/eod_prices/LNT.csv,2635,True
LULU,research/data/eodhd/normalized/eod_prices/LULU.csv,2635,True
LUV,research/data/eodhd/normalized/eod_prices/LUV.csv,2635,True
LVS,research/data/eodhd/normalized/eod_prices/LVS.csv,2635,True
LYB,research/data/eodhd/normalized/eod_prices/LYB.csv,2635,True
LYV,research/data/eodhd/normalized/eod_prices/LYV.csv,2635,True
MAA,research/data/eodhd/normalized/eod_prices/MAA.csv,2635,True
MAS,research/data/eodhd/normalized/eod_prices/MAS.csv,2635,True
MCHP,research/data/eodhd/normalized/eod_prices/MCHP.csv,2635,True
MET,research/data/eodhd/normalized/eod_prices/MET.csv,2635,True
MGM,research/data/eodhd/normalized/eod_prices/MGM.csv,2635,True
MKC,research/data/eodhd/normalized/eod_prices/MKC.csv,2635,True
MLM,research/data/eodhd/normalized/eod_prices/MLM.csv,2635,True
MOS,research/data/eodhd/normalized/eod_prices/MOS.csv,2635,True
MRNA,research/data/eodhd/normalized/eod_prices/MRNA.csv,1897,True
MSCI,research/data/eodhd/normalized/eod_prices/MSCI.csv,2635,True
MTB,research/data/eodhd/normalized/eod_prices/MTB.csv,2635,True
MTD,research/data/eodhd/normalized/eod_prices/MTD.csv,2635,True
NCLH,research/data/eodhd/normalized/eod_prices/NCLH.csv,2635,True
NDAQ,research/data/eodhd/normalized/eod_prices/NDAQ.csv,2635,True
NDSN,research/data/eodhd/normalized/eod_prices/NDSN.csv,2635,True
NI,research/data/eodhd/normalized/eod_prices/NI.csv,2635,True
NRG,research/data/eodhd/normalized/eod_prices/NRG.csv,2635,True
NTAP,research/data/eodhd/normalized/eod_prices/NTAP.csv,2635,True
NTRS,research/data/eodhd/normalized/eod_prices/NTRS.csv,2635,True
NVR,research/data/eodhd/normalized/eod_prices/NVR.csv,2635,True
NWS,research/data/eodhd/normalized/eod_prices/NWS.csv,2635,True
NWSA,research/data/eodhd/normalized/eod_prices/NWSA.csv,2635,True
ODFL,research/data/eodhd/normalized/eod_prices/ODFL.csv,2635,True
OKE,research/data/eodhd/normalized/eod_prices/OKE.csv,2635,True
OMC,research/data/eodhd/normalized/eod_prices/OMC.csv,2635,True
ON,research/data/eodhd/normalized/eod_prices/ON.csv,2635,True
OTIS,research/data/eodhd/normalized/eod_prices/OTIS.csv,1576,True
