ticker,warning_type,fiscal_period_end,fiscal_period,form,feature_name,feature_value,severity,note
AMZN,missing_required_source_field,2017-06-30,FY,10-K,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-06-30,FY,10-K,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-06-30,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,annual_quarterly_mix_risk,2017-09-30,FY,10-K,snapshot_type,2017-09-30,warning,FY-tagged period end is not the canonical full-year end for this fiscal year (embedded quarterly duration); excluded from annual yoy comparisons
AMZN,missing_required_source_field,2017-09-30,FY,10-K,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-09-30,FY,10-K,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-09-30,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-09-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-09-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-12-31,FY,10-K,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2017-12-31,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-03-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-03-31,Q1,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-03-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2018-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-09-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,FY,10-K,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q3,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q3,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2024-12-31,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-03-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-03-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-03-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-03-31,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-03-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-06-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-06-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-06-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-06-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-12-31,FY,10-K,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-12-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-12-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2025-12-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
AMZN,missing_required_source_field,2026-03-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q3,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q3,10-Q,net_income,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2024-12-31,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
BAC,extreme_ratio,2025-03-31,Q1,10-Q,liability_to_equity,10.331662,info,abs ratio exceeds 10; left as computed
BAC,missing_required_source_field,2025-03-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-03-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-03-31,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-03-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
BAC,extreme_ratio,2025-06-30,Q2,10-Q,liability_to_equity,10.485826,info,abs ratio exceeds 10; left as computed
BAC,extreme_ratio,2025-06-30,Q2,10-Q,operating_cash_flow_yoy_growth,-5.425499,info,abs yoy growth exceeds 5; left as computed
BAC,missing_required_source_field,2025-06-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-06-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-06-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-06-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
BAC,extreme_ratio,2025-09-30,Q3,10-Q,liability_to_equity,10.190839,info,abs ratio exceeds 10; left as computed
BAC,extreme_ratio,2025-12-31,FY,10-K,liability_to_equity,10.250838,info,abs ratio exceeds 10; left as computed
BAC,missing_required_source_field,2025-12-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-12-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
BAC,missing_required_source_field,2025-12-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
BAC,extreme_ratio,2025-12-31,Q1,10-Q,liability_to_equity,10.250838,info,abs ratio exceeds 10; left as computed
BAC,extreme_ratio,2026-03-31,Q1,10-Q,liability_to_equity,10.628062,info,abs ratio exceeds 10; left as computed
BAC,extreme_ratio,2026-03-31,Q1,10-Q,operating_cash_flow_yoy_growth,20.125458,info,abs yoy growth exceeds 5; left as computed
CAT,annual_quarterly_mix_risk,2010-06-30,FY,10-K,snapshot_type,2010-06-30,warning,FY-tagged period end is not the canonical full-year end for this fiscal year (embedded quarterly duration); excluded from annual yoy comparisons
CAT,missing_required_source_field,2010-06-30,FY,10-K,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-06-30,FY,10-K,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-06-30,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,annual_quarterly_mix_risk,2010-09-30,FY,10-K,snapshot_type,2010-09-30,warning,FY-tagged period end is not the canonical full-year end for this fiscal year (embedded quarterly duration); excluded from annual yoy comparisons
CAT,missing_required_source_field,2010-09-30,FY,10-K,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-09-30,FY,10-K,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-09-30,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-09-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-12-31,FY,10-K,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2010-12-31,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-03-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-03-31,Q1,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-03-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2011-09-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-09-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,FY,10-K,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q3,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q3,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2024-12-31,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-03-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-09-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-12-31,FY,10-K,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-12-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-12-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2025-12-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CAT,missing_required_source_field,2026-03-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q2,10-Q,revenue,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q2,10-Q,net_income,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q3,10-Q,revenue,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q3,10-Q,net_income,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2024-12-31,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2025-12-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2025-12-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
CVX,missing_required_source_field,2025-12-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2024-06-29,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2024-09-28,FY,10-K,total_assets,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2024-09-28,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
DIS,annual_quarterly_mix_risk,2024-09-28,FY,10-K,snapshot_type,2024-09-28,warning,FY-tagged period end is not the canonical full-year end for this fiscal year (embedded quarterly duration); excluded from annual yoy comparisons
DIS,missing_required_source_field,2024-09-28,FY,10-K,revenue,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2024-09-28,FY,10-K,net_income,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2024-09-28,FY,10-K,total_assets,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q1,10-Q,revenue,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q1,10-Q,net_income,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q2,10-Q,revenue,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q2,10-Q,net_income,,info,required source field absent in this snapshot
DIS,missing_required_source_field,2025-09-27,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-06-30,Q2,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-09-30,Q3,10-Q,revenue,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-09-30,Q3,10-Q,net_income,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-09-30,Q3,10-Q,total_assets,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-09-30,Q3,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-12-31,FY,10-K,revenue,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-12-31,FY,10-K,net_income,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-12-31,FY,10-K,total_assets,,info,required source field absent in this snapshot
GE,missing_required_source_field,2012-12-31,FY,10-K,operating_cash_flow,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-03-31,Q1,10-Q,revenue,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-03-31,Q1,10-Q,net_income,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-03-31,Q1,10-Q,total_assets,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-03-31,Q1,10-Q,operating_cash_flow,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-06-30,Q2,10-Q,revenue,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-06-30,Q2,10-Q,net_income,,info,required source field absent in this snapshot
GE,missing_required_source_field,2013-06-30,Q2,10-Q,total_assets,,info,required source field absent in this snapshot
