ticker,sector,field,periods_present,non_null_value_count,coverage_note
SBUX,Consumer Discretionary,net_income,29,32,
SBUX,Consumer Discretionary,operating_cash_flow,40,40,
SBUX,Consumer Discretionary,operating_income,29,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SBUX,Consumer Discretionary,revenue,29,32,
SBUX,Consumer Discretionary,shareholder_equity,35,60,
SBUX,Consumer Discretionary,total_assets,35,60,
SBUX,Consumer Discretionary,total_liabilities,35,60,
SCHW,Financials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SCHW,Financials,eps_diluted,30,33,
SCHW,Financials,free_cash_flow,36,36,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SCHW,Financials,net_income,30,33,
SCHW,Financials,operating_cash_flow,45,45,
SCHW,Financials,revenue,30,33,
SCHW,Financials,shareholder_equity,23,47,
SCHW,Financials,total_assets,35,60,
SCHW,Financials,total_liabilities,35,60,
SHW,Materials,capital_expenditures,14,14,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SHW,Materials,eps_diluted,26,32,
SHW,Materials,net_income,22,37,
SHW,Materials,operating_cash_flow,40,40,
SHW,Materials,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SHW,Materials,revenue,24,33,
SHW,Materials,shareholder_equity,22,47,
SHW,Materials,total_assets,31,51,
SLB,Energy,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SLB,Energy,eps_diluted,30,30,
SLB,Energy,free_cash_flow,36,36,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SLB,Energy,net_income,30,30,
SLB,Energy,operating_cash_flow,44,44,
SLB,Energy,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SLB,Energy,revenue,30,30,
SLB,Energy,shareholder_equity,35,60,
SLB,Energy,total_assets,35,60,
SLB,Energy,total_liabilities,35,60,
SNPS,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SNPS,Information Technology,eps_diluted,29,29,
SNPS,Information Technology,free_cash_flow,33,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SNPS,Information Technology,net_income,29,29,
SNPS,Information Technology,operating_cash_flow,45,45,
SNPS,Information Technology,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SNPS,Information Technology,revenue,25,34,
SNPS,Information Technology,shareholder_equity,35,60,
SNPS,Information Technology,total_assets,35,60,
SNPS,Information Technology,total_liabilities,35,60,
SO,Utilities,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SO,Utilities,eps_diluted,30,30,
SO,Utilities,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SO,Utilities,net_income,27,27,
SO,Utilities,operating_cash_flow,40,40,
SO,Utilities,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SO,Utilities,revenue,30,30,
SO,Utilities,shareholder_equity,26,38,
SO,Utilities,total_assets,35,60,
SO,Utilities,total_liabilities,35,60,
SPGI,Financials,capital_expenditures,11,11,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SPGI,Financials,eps_diluted,30,34,
SPGI,Financials,net_income,30,35,
SPGI,Financials,operating_cash_flow,42,42,
SPGI,Financials,operating_income,30,34,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SPGI,Financials,revenue,22,35,
SPGI,Financials,shareholder_equity,35,60,
SPGI,Financials,total_assets,35,60,
SPGI,Financials,total_liabilities,35,60,
SYK,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SYK,Health Care,eps_diluted,22,35,
SYK,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SYK,Health Care,net_income,22,35,
SYK,Health Care,operating_cash_flow,40,40,
SYK,Health Care,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SYK,Health Care,revenue,22,35,
SYK,Health Care,shareholder_equity,36,60,
SYK,Health Care,total_assets,35,60,
SYK,Health Care,total_liabilities,35,60,
T,Communication Services,capital_expenditures,7,7,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
T,Communication Services,eps_diluted,30,32,
T,Communication Services,free_cash_flow,6,6,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
T,Communication Services,net_income,30,32,
T,Communication Services,operating_cash_flow,47,48,
T,Communication Services,operating_income,25,35,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
T,Communication Services,revenue,25,35,
T,Communication Services,total_assets,36,60,
T,Communication Services,total_liabilities,3,3,
TDG,Industrials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TDG,Industrials,eps_diluted,20,20,
TDG,Industrials,free_cash_flow,32,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TDG,Industrials,net_income,23,37,
TDG,Industrials,operating_cash_flow,45,45,
TDG,Industrials,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TDG,Industrials,revenue,29,29,
TDG,Industrials,shareholder_equity,34,60,
TDG,Industrials,total_assets,35,60,
TDG,Industrials,total_liabilities,35,60,
TJX,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TJX,Consumer Discretionary,eps_diluted,30,33,
TJX,Consumer Discretionary,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TJX,Consumer Discretionary,net_income,30,33,
TJX,Consumer Discretionary,operating_cash_flow,45,45,
TJX,Consumer Discretionary,operating_income,25,25,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TJX,Consumer Discretionary,revenue,23,35,
TJX,Consumer Discretionary,shareholder_equity,23,47,
TJX,Consumer Discretionary,total_assets,32,51,
TMO,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TMO,Health Care,eps_diluted,30,30,
TMO,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TMO,Health Care,net_income,27,39,
TMO,Health Care,operating_cash_flow,40,40,
TMO,Health Care,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TMO,Health Care,revenue,22,35,
TMO,Health Care,shareholder_equity,32,60,
TMO,Health Care,total_assets,35,60,
TSLA,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TSLA,Consumer Discretionary,eps_diluted,29,32,
TSLA,Consumer Discretionary,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TSLA,Consumer Discretionary,net_income,29,35,
TSLA,Consumer Discretionary,operating_cash_flow,45,45,
TSLA,Consumer Discretionary,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TSLA,Consumer Discretionary,revenue,30,33,
TSLA,Consumer Discretionary,shareholder_equity,35,60,
TSLA,Consumer Discretionary,total_assets,35,60,
TSLA,Consumer Discretionary,total_liabilities,35,60,
TXN,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TXN,Information Technology,eps_diluted,30,33,
TXN,Information Technology,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TXN,Information Technology,net_income,30,33,
TXN,Information Technology,operating_cash_flow,41,41,
TXN,Information Technology,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
TXN,Information Technology,revenue,22,35,
TXN,Information Technology,shareholder_equity,35,60,
TXN,Information Technology,total_assets,35,60,
TXN,Information Technology,total_liabilities,35,60,
UBER,Industrials,capital_expenditures,34,34,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UBER,Industrials,eps_diluted,30,30,
UBER,Industrials,free_cash_flow,34,34,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UBER,Industrials,net_income,30,30,
UBER,Industrials,operating_cash_flow,34,34,
UBER,Industrials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UBER,Industrials,revenue,30,30,
UBER,Industrials,shareholder_equity,33,58,
UBER,Industrials,total_assets,30,52,
UBER,Industrials,total_liabilities,30,52,
UNH,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNH,Health Care,eps_diluted,30,30,
UNH,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNH,Health Care,net_income,30,30,
UNH,Health Care,operating_cash_flow,40,40,
UNH,Health Care,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNH,Health Care,revenue,30,30,
UNH,Health Care,shareholder_equity,28,48,
UNH,Health Care,total_assets,35,60,
UNH,Health Care,total_liabilities,35,60,
UNP,Industrials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNP,Industrials,eps_diluted,30,33,
UNP,Industrials,free_cash_flow,33,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNP,Industrials,net_income,30,33,
UNP,Industrials,operating_cash_flow,45,45,
UNP,Industrials,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UNP,Industrials,revenue,20,32,
UNP,Industrials,shareholder_equity,23,47,
UNP,Industrials,total_assets,35,60,
UNP,Industrials,total_liabilities,35,60,
UPS,Industrials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UPS,Industrials,eps_diluted,30,33,
UPS,Industrials,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UPS,Industrials,net_income,30,34,
UPS,Industrials,operating_cash_flow,40,40,
UPS,Industrials,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
UPS,Industrials,revenue,25,33,
UPS,Industrials,shareholder_equity,35,60,
UPS,Industrials,total_assets,35,60,
USB,Financials,eps_diluted,30,30,
USB,Financials,net_income,30,30,
USB,Financials,operating_cash_flow,45,45,
USB,Financials,revenue,34,34,
USB,Financials,shareholder_equity,35,60,
USB,Financials,total_assets,35,60,
USB,Financials,total_liabilities,35,60,
V,Financials,net_income,29,29,
V,Financials,operating_cash_flow,40,40,
V,Financials,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
V,Financials,revenue,29,29,
V,Financials,shareholder_equity,13,20,
V,Financials,total_assets,35,60,
V,Financials,total_liabilities,35,60,
VRTX,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
VRTX,Health Care,eps_diluted,30,33,
VRTX,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
VRTX,Health Care,net_income,30,33,
VRTX,Health Care,operating_cash_flow,40,40,
VRTX,Health Care,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
VRTX,Health Care,revenue,22,35,
VRTX,Health Care,shareholder_equity,23,47,
VRTX,Health Care,total_assets,35,60,
VRTX,Health Care,total_liabilities,35,60,
VZ,Communication Services,eps_diluted,30,30,
VZ,Communication Services,net_income,30,30,
VZ,Communication Services,operating_cash_flow,40,40,
VZ,Communication Services,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
VZ,Communication Services,revenue,30,30,
VZ,Communication Services,total_assets,35,60,
WFC,Financials,eps_diluted,30,30,
WFC,Financials,net_income,30,30,
WFC,Financials,operating_cash_flow,45,45,
WFC,Financials,revenue,16,16,
WFC,Financials,shareholder_equity,35,60,
WFC,Financials,total_assets,33,57,
WFC,Financials,total_liabilities,35,60,
WM,Industrials,capital_expenditures,10,10,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WM,Industrials,eps_diluted,30,30,
WM,Industrials,free_cash_flow,9,9,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WM,Industrials,net_income,30,30,
WM,Industrials,operating_cash_flow,41,41,
WM,Industrials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WM,Industrials,revenue,22,35,
WM,Industrials,shareholder_equity,35,60,
WM,Industrials,total_assets,35,60,
WM,Industrials,total_liabilities,35,60,
WMT,Consumer Staples,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WMT,Consumer Staples,eps_diluted,30,30,
WMT,Consumer Staples,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WMT,Consumer Staples,net_income,30,30,
WMT,Consumer Staples,operating_cash_flow,40,40,
WMT,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
WMT,Consumer Staples,revenue,30,30,
WMT,Consumer Staples,shareholder_equity,33,55,
WMT,Consumer Staples,total_assets,31,51,
XOM,Energy,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
XOM,Energy,eps_diluted,30,30,
XOM,Energy,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
XOM,Energy,net_income,30,30,
XOM,Energy,operating_cash_flow,41,41,
XOM,Energy,revenue,30,30,
XOM,Energy,shareholder_equity,35,60,
XOM,Energy,total_assets,35,60,
XOM,Energy,total_liabilities,35,60,
ZTS,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ZTS,Health Care,eps_diluted,30,30,
ZTS,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ZTS,Health Care,net_income,30,30,
ZTS,Health Care,operating_cash_flow,40,40,
ZTS,Health Care,revenue,30,30,
ZTS,Health Care,shareholder_equity,36,60,
ZTS,Health Care,total_assets,35,60,
ZTS,Health Care,total_liabilities,35,60,
