endpoint,ticker,raw_path,rows,gitignored
dividends,LOW,research/data/eodhd/raw/dividends/LOW.json,67,True
dividends,LRCX,research/data/eodhd/raw/dividends/LRCX.json,49,True
dividends,LSEGY,research/data/eodhd/raw/dividends/LSEGY.json,21,True
dividends,LULU,research/data/eodhd/raw/dividends/LULU.json,0,True
dividends,LUV,research/data/eodhd/raw/dividends/LUV.json,56,True
dividends,LVS,research/data/eodhd/raw/dividends/LVS.json,46,True
dividends,LYB,research/data/eodhd/raw/dividends/LYB.json,62,True
dividends,LYG,research/data/eodhd/raw/dividends/LYG.json,22,True
dividends,LYV,research/data/eodhd/raw/dividends/LYV.json,0,True
dividends,MA,research/data/eodhd/raw/dividends/MA.json,67,True
dividends,MAA,research/data/eodhd/raw/dividends/MAA.json,68,True
dividends,MAR,research/data/eodhd/raw/dividends/MAR.json,58,True
dividends,MAS,research/data/eodhd/raw/dividends/MAS.json,66,True
dividends,MCD,research/data/eodhd/raw/dividends/MCD.json,66,True
dividends,MCHP,research/data/eodhd/raw/dividends/MCHP.json,66,True
dividends,MCK,research/data/eodhd/raw/dividends/MCK.json,66,True
dividends,MCO,research/data/eodhd/raw/dividends/MCO.json,66,True
dividends,MDLN,research/data/eodhd/raw/dividends/MDLN.json,0,True
dividends,MDLZ,research/data/eodhd/raw/dividends/MDLZ.json,66,True
dividends,MDT,research/data/eodhd/raw/dividends/MDT.json,67,True
dividends,MELI,research/data/eodhd/raw/dividends/MELI.json,28,True
dividends,MET,research/data/eodhd/raw/dividends/MET.json,57,True
dividends,META,research/data/eodhd/raw/dividends/META.json,10,True
dividends,MFC,research/data/eodhd/raw/dividends/MFC.json,68,True
dividends,MFG,research/data/eodhd/raw/dividends/MFG.json,34,True
dividends,MGCLY,research/data/eodhd/raw/dividends/MGCLY.json,3,True
dividends,MGM,research/data/eodhd/raw/dividends/MGM.json,24,True
dividends,MKC,research/data/eodhd/raw/dividends/MKC.json,66,True
dividends,MLM,research/data/eodhd/raw/dividends/MLM.json,66,True
dividends,MMM,research/data/eodhd/raw/dividends/MMM.json,66,True
dividends,MNST,research/data/eodhd/raw/dividends/MNST.json,0,True
dividends,MO,research/data/eodhd/raw/dividends/MO.json,66,True
dividends,MOS,research/data/eodhd/raw/dividends/MOS.json,67,True
dividends,MPC,research/data/eodhd/raw/dividends/MPC.json,60,True
dividends,MPWR,research/data/eodhd/raw/dividends/MPWR.json,50,True
dividends,MRK,research/data/eodhd/raw/dividends/MRK.json,66,True
dividends,MRNA,research/data/eodhd/raw/dividends/MRNA.json,0,True
dividends,MRSH,research/data/eodhd/raw/dividends/MRSH.json,66,True
dividends,MRVL,research/data/eodhd/raw/dividends/MRVL.json,57,True
dividends,MS,research/data/eodhd/raw/dividends/MS.json,66,True
dividends,MSCI,research/data/eodhd/raw/dividends/MSCI.json,47,True
dividends,MSFT,research/data/eodhd/raw/dividends/MSFT.json,67,True
dividends,MSI,research/data/eodhd/raw/dividends/MSI.json,60,True
dividends,MTB,research/data/eodhd/raw/dividends/MTB.json,66,True
dividends,MTD,research/data/eodhd/raw/dividends/MTD.json,0,True
dividends,MU,research/data/eodhd/raw/dividends/MU.json,20,True
dividends,MUFG,research/data/eodhd/raw/dividends/MUFG.json,35,True
dividends,NBIS,research/data/eodhd/raw/dividends/NBIS.json,0,True
dividends,NCLH,research/data/eodhd/raw/dividends/NCLH.json,0,True
dividends,NDAQ,research/data/eodhd/raw/dividends/NDAQ.json,57,True
dividends,NDSN,research/data/eodhd/raw/dividends/NDSN.json,66,True
dividends,NEE,research/data/eodhd/raw/dividends/NEE.json,66,True
dividends,NEM,research/data/eodhd/raw/dividends/NEM.json,67,True
dividends,NET,research/data/eodhd/raw/dividends/NET.json,0,True
dividends,NFLX,research/data/eodhd/raw/dividends/NFLX.json,0,True
dividends,NGG,research/data/eodhd/raw/dividends/NGG.json,37,True
dividends,NI,research/data/eodhd/raw/dividends/NI.json,68,True
dividends,NKE,research/data/eodhd/raw/dividends/NKE.json,66,True
dividends,NOC,research/data/eodhd/raw/dividends/NOC.json,66,True
dividends,NOK,research/data/eodhd/raw/dividends/NOK.json,27,True
dividends,NOW,research/data/eodhd/raw/dividends/NOW.json,0,True
dividends,NRG,research/data/eodhd/raw/dividends/NRG.json,56,True
dividends,NSC,research/data/eodhd/raw/dividends/NSC.json,66,True
dividends,NTAP,research/data/eodhd/raw/dividends/NTAP.json,53,True
dividends,NTES,research/data/eodhd/raw/dividends/NTES.json,51,True
dividends,NTRS,research/data/eodhd/raw/dividends/NTRS.json,66,True
dividends,NU,research/data/eodhd/raw/dividends/NU.json,0,True
dividends,NUE,research/data/eodhd/raw/dividends/NUE.json,66,True
