name,kind,family,weighting,sector_neutral,n_events,n_months,mean_ic,ic_t,ic_p,bh_significant,mean_spread,spread_hit_rate,net_spread_25bps,net_spread_50bps,subperiod_stable,ic_old,ic_new,top_sector_share,status
f_rchg_5_raw,scenario,orthogonal,,False,38159,120,0.02,1.31,0.1905,False,0.0057,0.6417,0.0007,-0.0043,True,0.0436,-0.0109,0.7856,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38159,120,0.018,1.17,0.2423,False,0.0035,0.5917,-0.0015,-0.0064,True,0.0447,-0.0107,0.6351,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38159,120,-0.0263,-2.0,0.0452,False,-0.0056,0.5333,-0.0106,-0.0155,False,-0.0168,-0.0294,0.7228,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38159,120,-0.0119,-0.97,0.3302,False,-0.0045,0.5167,-0.0095,-0.0145,False,-0.0099,-0.031,0.6662,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38159,120,-0.0102,-0.67,0.5036,False,0.003,0.4417,-0.002,-0.0069,False,-0.0107,-0.0003,0.7919,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38159,120,-0.0,-0.0,0.9977,False,0.0036,0.5333,-0.0014,-0.0063,False,-0.0131,-0.0019,0.5075,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38159,120,0.0451,2.96,0.003,False,0.0078,0.6917,0.0028,-0.0022,True,0.0556,0.0214,0.7777,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38159,120,0.0297,2.02,0.0432,False,0.0047,0.6,-0.0003,-0.0052,True,0.0538,0.0214,0.7317,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38159,120,-0.014,-1.11,0.2667,False,-0.0029,0.5417,-0.0079,-0.0129,False,0.0093,-0.0301,0.762,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38159,120,-0.0106,-0.94,0.3454,False,-0.0018,0.5333,-0.0068,-0.0118,False,0.009,-0.0326,0.7334,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38159,120,0.0026,0.17,0.867,False,0.005,0.575,0.0,-0.0049,True,-0.0074,0.0153,0.7338,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38159,120,0.0095,0.76,0.4459,False,0.0069,0.525,0.0019,-0.003,False,-0.0084,0.0144,0.5925,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38159,120,0.0233,1.48,0.138,False,0.0029,0.6167,-0.0021,-0.007,True,0.0344,-0.0026,0.7591,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38159,120,0.0182,1.2,0.2318,False,0.0022,0.5917,-0.0028,-0.0078,True,0.0358,-0.0023,0.7289,rejected
f_z_raw,scenario,orthogonal,,False,38237,120,0.0112,0.69,0.4907,False,0.0003,0.6,-0.0047,-0.0097,False,0.0386,-0.015,0.7604,rejected
f_z_sn,scenario,orthogonal,,True,38237,120,0.0121,0.76,0.4447,False,0.0008,0.625,-0.0042,-0.0092,False,0.0546,-0.0163,0.7317,rejected
f_sector_z_raw,scenario,orthogonal,,False,37949,120,0.0094,0.62,0.5345,False,0.0023,0.6083,-0.0027,-0.0077,False,0.0396,-0.0157,0.4804,rejected
f_sector_z_sn,scenario,orthogonal,,True,37949,120,0.0094,0.62,0.5346,False,0.0023,0.6083,-0.0027,-0.0077,False,0.0443,-0.0163,0.4804,rejected
f_rank_raw,scenario,orthogonal,,False,38237,120,0.0112,0.69,0.4907,False,0.0003,0.6,-0.0047,-0.0097,False,0.0386,-0.015,0.7604,rejected
f_rank_sn,scenario,orthogonal,,True,38237,120,0.0078,0.49,0.6262,False,-0.001,0.4083,-0.006,-0.0109,False,0.044,-0.0169,0.7859,rejected
f_winz_raw,scenario,orthogonal,,False,38237,120,0.0112,0.69,0.4908,False,0.0003,0.6,-0.0047,-0.0097,False,0.0386,-0.015,0.7604,rejected
f_winz_sn,scenario,orthogonal,,True,38237,120,0.0117,0.73,0.4632,False,0.0006,0.6167,-0.0043,-0.0093,False,0.0537,-0.017,0.7478,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36862,120,-0.007,-0.47,0.6392,False,0.0023,0.4583,-0.0026,-0.0076,False,0.0028,-0.0203,0.7634,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36862,120,0.0006,0.04,0.9652,False,0.0012,0.525,-0.0037,-0.0087,False,0.006,-0.0205,0.5528,rejected
f_x_quality_raw,scenario,orthogonal,,False,36826,120,-0.0046,-0.41,0.6809,False,0.0054,0.525,0.0004,-0.0046,False,-0.0075,0.0064,0.7006,rejected
f_x_quality_sn,scenario,orthogonal,,True,36826,120,-0.0031,-0.29,0.7687,False,0.0033,0.525,-0.0016,-0.0066,False,0.0049,0.0041,0.7802,rejected
f_x_value_raw,scenario,orthogonal,,False,36689,120,0.0131,1.17,0.2424,False,0.0041,0.475,-0.0009,-0.0058,True,0.0146,0.0147,0.7362,rejected
f_x_value_sn,scenario,orthogonal,,True,36689,120,0.008,0.71,0.4807,False,0.0015,0.5083,-0.0035,-0.0084,False,0.0111,0.0126,0.557,rejected
f_x_mom_raw,scenario,orthogonal,,False,20304,119,-0.0119,-0.91,0.3646,False,-0.0033,0.5882,-0.0083,-0.0133,False,-0.0096,-0.0118,0.8103,rejected
f_x_mom_sn,scenario,orthogonal,,True,20304,119,-0.0066,-0.52,0.6059,False,-0.0019,0.5462,-0.0069,-0.0119,False,0.005,-0.0115,0.7022,rejected
f_level_raw,scenario,orthogonal,,False,38473,120,0.0083,0.48,0.6308,False,0.0016,0.5833,-0.0034,-0.0084,True,0.0017,0.0068,0.6419,rejected
f_level_sn,scenario,orthogonal,,True,38473,120,0.016,0.98,0.3291,False,0.0015,0.575,-0.0035,-0.0085,True,0.0381,0.0063,0.4432,rejected
f_chg1_raw,scenario,orthogonal,,False,38398,120,0.0199,1.44,0.1507,False,0.004,0.5167,-0.001,-0.006,False,0.0344,0.0013,0.7238,rejected
f_chg1_sn,scenario,orthogonal,,True,38398,120,0.0284,2.38,0.0173,False,0.0058,0.5667,0.0008,-0.0042,True,0.0458,0.0019,0.5023,rejected
f_accel_raw,scenario,orthogonal,,False,38324,120,0.0377,3.04,0.0024,False,0.0083,0.5583,0.0033,-0.0016,True,0.0625,0.006,0.7697,rejected
f_accel_sn,scenario,orthogonal,,True,38324,120,0.0436,3.91,0.0001,True,0.0092,0.6417,0.0042,-0.0008,True,0.0654,0.0054,0.4979,strong
f_lag1_raw,scenario,orthogonal,,False,38398,120,-0.0129,-0.81,0.4198,False,-0.0045,0.5,-0.0095,-0.0145,False,-0.0347,0.011,0.6522,rejected
f_lag1_sn,scenario,orthogonal,,True,38398,120,-0.0136,-0.84,0.4011,False,-0.0038,0.5333,-0.0088,-0.0138,False,-0.0169,0.0105,0.616,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38398,120,-0.0097,-0.59,0.5566,False,-0.0035,0.5,-0.0084,-0.0134,False,-0.0137,-0.0038,0.7072,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38398,120,0.0004,0.03,0.9771,False,0.0006,0.525,-0.0044,-0.0093,False,0.0136,-0.0059,0.397,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38398,120,-0.0107,-0.65,0.5172,False,0.0039,0.5,-0.001,-0.006,False,-0.021,-0.0025,0.8161,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38398,120,0.006,0.45,0.6516,False,0.0063,0.5333,0.0013,-0.0037,True,0.0017,-0.0033,0.3924,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38398,120,0.0136,0.9,0.3683,False,0.0006,0.525,-0.0044,-0.0094,True,-0.0027,0.0098,0.6943,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38398,120,0.0108,0.85,0.3941,False,0.002,0.4917,-0.003,-0.008,True,0.0128,0.0099,0.6298,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38398,120,-0.0084,-0.53,0.5955,False,-0.0027,0.5583,-0.0077,-0.0127,False,-0.0219,0.0095,0.7728,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38398,120,-0.0028,-0.21,0.833,False,-0.0027,0.5333,-0.0077,-0.0127,False,-0.0097,0.0077,0.391,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38398,120,-0.0162,-0.98,0.3263,False,0.0038,0.5083,-0.0011,-0.0061,False,-0.0237,-0.0087,0.7854,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38398,120,-0.0071,-0.58,0.5622,False,0.0026,0.4833,-0.0023,-0.0073,False,-0.0052,-0.0094,0.4139,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38398,120,0.022,1.49,0.1363,False,0.0065,0.6167,0.0015,-0.0035,True,0.0317,-0.0021,0.6398,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38398,120,0.0155,1.19,0.2331,False,0.0058,0.575,0.0008,-0.0042,True,0.0269,-0.0018,0.7215,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38398,120,-0.006,-0.42,0.6745,False,0.0007,0.4667,-0.0043,-0.0092,False,-0.0139,0.005,0.7893,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38398,120,-0.0005,-0.04,0.9704,False,0.0004,0.4667,-0.0046,-0.0095,False,-0.0123,0.0037,0.3783,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38398,120,0.0018,0.11,0.9116,False,0.0064,0.5333,0.0014,-0.0036,True,-0.0165,0.0079,0.7737,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38398,120,0.0063,0.49,0.6264,False,0.0041,0.525,-0.0009,-0.0058,True,-0.0172,0.0071,0.4006,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38398,120,0.0195,1.36,0.1751,False,0.0039,0.55,-0.0011,-0.0061,True,0.018,0.0144,0.6282,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38398,120,0.0102,0.8,0.4257,False,0.0035,0.5167,-0.0015,-0.0064,True,0.0199,0.0146,0.8107,rejected
f_z_raw,scenario,orthogonal,,False,38473,120,0.0083,0.48,0.6308,False,0.0016,0.5833,-0.0034,-0.0084,True,0.0017,0.0068,0.6419,rejected
f_z_sn,scenario,orthogonal,,True,38473,120,0.016,0.98,0.3291,False,0.0015,0.575,-0.0035,-0.0085,True,0.0381,0.0063,0.4432,rejected
f_sector_z_raw,scenario,orthogonal,,False,38187,120,0.0148,0.91,0.3638,False,0.0024,0.5917,-0.0026,-0.0076,True,0.022,0.0097,0.311,rejected
f_sector_z_sn,scenario,orthogonal,,True,38187,120,0.0148,0.91,0.3635,False,0.0024,0.5917,-0.0026,-0.0076,True,0.0243,0.0063,0.311,rejected
f_rank_raw,scenario,orthogonal,,False,38473,120,0.0083,0.48,0.6308,False,0.0016,0.5833,-0.0034,-0.0084,True,0.0017,0.0068,0.6419,rejected
f_rank_sn,scenario,orthogonal,,True,38473,120,0.0117,0.68,0.4962,False,0.0024,0.5833,-0.0026,-0.0075,True,0.0175,0.0062,0.786,rejected
f_winz_raw,scenario,orthogonal,,False,38473,120,0.0083,0.48,0.6319,False,0.0016,0.5833,-0.0034,-0.0084,True,0.0016,0.0068,0.6419,rejected
f_winz_sn,scenario,orthogonal,,True,38473,120,0.0143,0.85,0.3926,False,0.0013,0.5833,-0.0037,-0.0087,True,0.0319,0.0048,0.6762,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36685,120,-0.0222,-1.73,0.0834,False,-0.0043,0.6167,-0.0093,-0.0143,False,-0.0259,-0.0125,0.7475,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36685,120,-0.0169,-1.32,0.1882,False,-0.0058,0.6083,-0.0108,-0.0158,False,-0.0213,-0.0129,0.2427,rejected
f_x_quality_raw,scenario,orthogonal,,False,36963,120,-0.0205,-1.64,0.1001,False,-0.0054,0.5583,-0.0103,-0.0153,False,-0.0344,-0.0072,0.6677,rejected
f_x_quality_sn,scenario,orthogonal,,True,36963,120,-0.0106,-0.96,0.3372,False,-0.0021,0.5083,-0.0071,-0.012,False,-0.031,-0.0104,0.4622,rejected
f_x_value_raw,scenario,orthogonal,,False,36977,120,0.0002,0.01,0.9904,False,-0.0022,0.5167,-0.0072,-0.0121,False,-0.0062,0.0208,0.6868,rejected
f_x_value_sn,scenario,orthogonal,,True,36977,120,-0.0062,-0.44,0.6588,False,-0.0018,0.4917,-0.0068,-0.0118,False,0.0065,0.0182,0.3418,rejected
f_x_mom_raw,scenario,orthogonal,,False,20330,119,-0.0254,-1.67,0.0951,False,-0.0001,0.5546,-0.0051,-0.0101,False,-0.0089,-0.0377,0.8091,rejected
f_x_mom_sn,scenario,orthogonal,,True,20330,119,-0.0146,-0.98,0.3263,False,0.0012,0.4874,-0.0038,-0.0088,False,0.009,-0.037,0.7246,rejected
f_level_raw,scenario,orthogonal,,False,38597,120,0.0085,0.45,0.654,False,0.0044,0.55,-0.0006,-0.0055,False,-0.005,0.0232,0.6362,rejected
f_level_sn,scenario,orthogonal,,True,38597,120,0.0148,0.8,0.4221,False,0.0032,0.5417,-0.0018,-0.0067,True,0.0131,0.0219,0.6014,rejected
f_chg1_raw,scenario,orthogonal,,False,38569,120,0.0062,0.42,0.6712,False,-0.0017,0.525,-0.0067,-0.0116,True,0.0005,0.0185,0.6848,rejected
f_chg1_sn,scenario,orthogonal,,True,38569,120,-0.0073,-0.56,0.5774,False,-0.0022,0.575,-0.0072,-0.0121,False,-0.0107,0.0173,0.7428,rejected
f_accel_raw,scenario,orthogonal,,False,38545,120,0.0204,1.51,0.1321,False,0.0035,0.5167,-0.0015,-0.0064,True,0.0333,0.0106,0.6822,rejected
f_accel_sn,scenario,orthogonal,,True,38545,120,0.0111,0.89,0.3733,False,0.003,0.5083,-0.002,-0.007,True,0.0159,0.0098,0.7268,rejected
f_lag1_raw,scenario,orthogonal,,False,38569,120,-0.0167,-0.9,0.366,False,-0.001,0.475,-0.006,-0.0109,False,-0.0313,-0.0113,0.6234,rejected
f_lag1_sn,scenario,orthogonal,,True,38569,120,0.0043,0.25,0.8013,False,0.001,0.5083,-0.0039,-0.0089,False,0.0115,-0.0121,0.5636,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38569,120,-0.0043,-0.22,0.8256,False,0.0004,0.55,-0.0046,-0.0095,False,-0.0172,-0.0019,0.6411,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38569,120,0.0076,0.41,0.6805,False,0.0013,0.5417,-0.0036,-0.0086,False,0.008,-0.0027,0.4213,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38569,120,-0.0016,-0.1,0.9239,False,0.0039,0.5167,-0.001,-0.0059,False,-0.0223,0.0229,0.7176,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38569,120,0.0158,1.03,0.3034,False,0.0052,0.4833,0.0003,-0.0047,False,-0.0062,0.0221,0.3424,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38569,120,-0.007,-0.45,0.6516,False,-0.001,0.5083,-0.006,-0.0109,False,-0.015,0.0023,0.639,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38569,120,-0.0124,-0.89,0.3718,False,-0.0023,0.5,-0.0073,-0.0122,False,-0.0196,0.0022,0.8177,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38569,120,0.0011,0.06,0.9504,False,0.0006,0.5917,-0.0044,-0.0093,False,-0.0212,0.037,0.6829,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38569,120,0.0001,0.01,0.9946,False,-0.0009,0.4667,-0.0059,-0.0108,False,-0.0139,0.0366,0.2348,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38569,120,-0.0054,-0.33,0.7435,False,0.0045,0.4583,-0.0004,-0.0054,False,-0.0067,0.0058,0.7578,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38569,120,-0.0009,-0.07,0.9454,False,0.0018,0.5167,-0.0031,-0.0081,False,-0.0031,0.005,0.1947,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38569,120,0.0021,0.13,0.8938,False,-0.0026,0.5333,-0.0076,-0.0125,False,-0.002,-0.0116,0.6428,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38569,120,0.0012,0.09,0.9309,False,-0.0022,0.525,-0.0072,-0.0122,False,0.0026,-0.011,0.8994,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38569,120,-0.0119,-0.68,0.4954,False,0.0001,0.5333,-0.0048,-0.0097,False,-0.0299,0.0258,0.7375,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38569,120,-0.0101,-0.66,0.5103,False,-0.0007,0.4667,-0.0056,-0.0106,False,-0.0263,0.0257,0.1858,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38569,120,-0.0122,-0.79,0.4318,False,0.0024,0.5,-0.0025,-0.0074,False,-0.0245,-0.0001,0.8003,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38569,120,-0.0041,-0.32,0.7453,False,-0.0005,0.4667,-0.0055,-0.0104,False,-0.0383,-0.0006,0.2556,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38569,120,0.0071,0.45,0.6513,False,-0.0008,0.4917,-0.0058,-0.0107,False,0.0057,-0.0057,0.6221,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38569,120,0.0039,0.27,0.7859,False,0.0,0.5,-0.0049,-0.0099,False,0.0055,-0.007,0.9209,rejected
f_z_raw,scenario,orthogonal,,False,38597,120,0.0085,0.45,0.654,False,0.0044,0.55,-0.0006,-0.0055,False,-0.005,0.0232,0.6362,rejected
f_z_sn,scenario,orthogonal,,True,38597,120,0.0148,0.8,0.4221,False,0.0032,0.5417,-0.0018,-0.0067,True,0.0131,0.0219,0.6014,rejected
f_sector_z_raw,scenario,orthogonal,,False,38311,120,0.0078,0.43,0.6636,False,0.0021,0.55,-0.0028,-0.0078,False,-0.0022,0.023,0.4576,rejected
f_sector_z_sn,scenario,orthogonal,,True,38311,120,0.0078,0.44,0.6632,False,0.0021,0.55,-0.0028,-0.0078,False,-0.0024,0.0219,0.4576,rejected
f_rank_raw,scenario,orthogonal,,False,38597,120,0.0085,0.45,0.654,False,0.0044,0.55,-0.0006,-0.0055,False,-0.005,0.0232,0.6362,rejected
f_rank_sn,scenario,orthogonal,,True,38597,120,0.0155,0.85,0.3977,False,0.0039,0.5583,-0.0011,-0.0061,True,0.0133,0.0234,0.7553,rejected
f_winz_raw,scenario,orthogonal,,False,38597,120,0.0085,0.45,0.6544,False,0.0044,0.55,-0.0006,-0.0055,False,-0.005,0.0232,0.6362,rejected
f_winz_sn,scenario,orthogonal,,True,38597,120,0.0159,0.86,0.3894,False,0.0044,0.5583,-0.0005,-0.0055,True,0.0105,0.0223,0.6782,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36763,120,0.0023,0.16,0.872,False,-0.0,0.5167,-0.005,-0.01,False,-0.0152,0.0185,0.7009,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36763,120,0.0036,0.26,0.794,False,0.0005,0.4833,-0.0045,-0.0094,False,-0.0069,0.0213,0.5548,rejected
f_x_quality_raw,scenario,orthogonal,,False,37166,120,-0.0217,-1.85,0.0637,False,-0.0049,0.55,-0.0099,-0.0148,False,-0.0293,-0.019,0.641,rejected
f_x_quality_sn,scenario,orthogonal,,True,37166,120,-0.0145,-1.25,0.2099,False,-0.003,0.525,-0.008,-0.013,False,-0.0255,-0.0172,0.5097,rejected
f_x_value_raw,scenario,orthogonal,,False,36984,120,-0.001,-0.07,0.9465,False,-0.0025,0.5333,-0.0075,-0.0124,False,0.0054,-0.0118,0.6672,rejected
f_x_value_sn,scenario,orthogonal,,True,36984,120,-0.0106,-0.81,0.4202,False,-0.003,0.55,-0.0079,-0.0129,False,-0.0253,-0.0086,0.6246,rejected
f_x_mom_raw,scenario,orthogonal,,False,20436,119,-0.0098,-0.76,0.4493,False,-0.0006,0.5546,-0.0056,-0.0105,False,-0.0047,-0.0161,0.8023,rejected
f_x_mom_sn,scenario,orthogonal,,True,20436,119,-0.0023,-0.19,0.8518,False,0.001,0.521,-0.0039,-0.0089,False,0.0105,-0.0145,0.722,rejected
f_level_raw,scenario,orthogonal,,False,38512,120,0.0112,0.7,0.483,False,-0.0036,0.475,-0.0086,-0.0135,True,0.0094,0.0065,0.4918,rejected
f_level_sn,scenario,orthogonal,,True,38512,120,0.0157,1.08,0.2807,False,-0.0018,0.45,-0.0068,-0.0118,True,0.0162,0.0071,0.6671,rejected
f_chg1_raw,scenario,orthogonal,,False,38499,120,0.0021,0.17,0.8628,False,0.0021,0.525,-0.0029,-0.0079,False,0.0098,-0.0028,0.6465,rejected
f_chg1_sn,scenario,orthogonal,,True,38499,120,0.0037,0.31,0.76,False,0.0034,0.5333,-0.0016,-0.0065,False,0.0112,-0.0026,0.4194,rejected
f_accel_raw,scenario,orthogonal,,False,38466,120,0.0078,0.57,0.5703,False,0.0058,0.5417,0.0008,-0.0042,False,0.0238,-0.0063,0.6645,rejected
f_accel_sn,scenario,orthogonal,,True,38466,120,0.0085,0.66,0.5108,False,0.0056,0.5667,0.0007,-0.0043,False,0.0178,-0.0063,0.4132,rejected
f_lag1_raw,scenario,orthogonal,,False,38499,120,0.0133,0.77,0.4393,False,-0.0022,0.4583,-0.0071,-0.0121,True,0.0079,0.0173,0.4962,rejected
f_lag1_sn,scenario,orthogonal,,True,38499,120,0.0127,0.8,0.4233,False,-0.0016,0.425,-0.0066,-0.0116,True,0.0051,0.0178,0.8044,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38499,120,0.0077,0.45,0.6505,False,-0.0051,0.475,-0.0101,-0.015,True,0.0083,0.0084,0.5153,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38499,120,0.0117,0.74,0.4606,False,-0.0031,0.3917,-0.008,-0.013,True,0.0142,0.0092,0.6772,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38499,120,0.0135,0.96,0.3384,False,0.0039,0.5667,-0.001,-0.006,False,0.0139,0.0151,0.6689,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38499,120,0.0217,1.65,0.0993,False,0.0031,0.5667,-0.0018,-0.0068,True,0.0227,0.0143,0.3805,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38499,120,-0.0053,-0.38,0.7055,False,0.0031,0.5333,-0.0019,-0.0068,False,-0.0078,-0.0101,0.6198,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38499,120,-0.0026,-0.19,0.8469,False,0.002,0.5417,-0.003,-0.008,False,0.0083,-0.0094,0.4315,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38499,120,0.022,1.33,0.1826,False,-0.0003,0.4667,-0.0052,-0.0102,True,0.0123,0.0249,0.5121,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38499,120,0.0239,1.6,0.1088,False,0.0001,0.5333,-0.0049,-0.0099,True,0.0095,0.0245,0.3257,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38499,120,0.0163,1.11,0.2656,False,0.0029,0.575,-0.002,-0.0069,False,0.0102,0.0262,0.6352,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38499,120,0.0291,2.07,0.0385,False,0.003,0.6,-0.002,-0.0069,True,0.029,0.0242,0.273,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38499,120,-0.0157,-1.25,0.2128,False,-0.001,0.4833,-0.0059,-0.0109,False,-0.0141,-0.027,0.5814,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38499,120,-0.0107,-0.95,0.3396,False,-0.0007,0.475,-0.0057,-0.0107,False,0.0151,-0.0248,0.8787,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38499,120,0.0176,1.11,0.2674,False,-0.0008,0.475,-0.0058,-0.0108,True,0.0139,0.0188,0.5262,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38499,120,0.0197,1.36,0.1736,False,-0.002,0.4833,-0.0069,-0.0119,False,0.0165,0.018,0.1773,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38499,120,0.0135,1.05,0.2926,False,0.0004,0.5167,-0.0045,-0.0095,False,-0.0025,0.0139,0.6629,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38499,120,0.0168,1.42,0.1565,False,0.0002,0.5583,-0.0047,-0.0097,False,-0.0095,0.0131,0.1802,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38499,120,-0.0136,-1.12,0.2641,False,-0.0005,0.425,-0.0054,-0.0104,False,-0.0117,-0.0227,0.5675,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38499,120,-0.0114,-0.99,0.3217,False,0.0012,0.5417,-0.0038,-0.0088,False,-0.0127,-0.0205,0.7459,rejected
f_z_raw,scenario,orthogonal,,False,38512,120,0.0112,0.7,0.483,False,-0.0036,0.475,-0.0086,-0.0135,True,0.0094,0.0065,0.4918,rejected
f_z_sn,scenario,orthogonal,,True,38512,120,0.0157,1.08,0.2807,False,-0.0018,0.45,-0.0068,-0.0118,True,0.0162,0.0071,0.6671,rejected
f_sector_z_raw,scenario,orthogonal,,False,38226,120,0.0122,0.83,0.4075,False,-0.003,0.4667,-0.008,-0.0129,True,0.0052,0.0072,0.5919,rejected
f_sector_z_sn,scenario,orthogonal,,True,38226,120,0.0122,0.83,0.4074,False,-0.003,0.4667,-0.008,-0.0129,True,0.0105,0.0071,0.5919,rejected
f_rank_raw,scenario,orthogonal,,False,38512,120,0.0112,0.7,0.483,False,-0.0036,0.475,-0.0086,-0.0135,True,0.0094,0.0065,0.4918,rejected
