name,kind,family,weighting,sector_neutral,n_events,n_months,mean_ic,ic_t,ic_p,bh_significant,mean_spread,spread_hit_rate,net_spread_25bps,net_spread_50bps,subperiod_stable,ic_old,ic_new,top_sector_share,status
f_rmean_63_raw,scenario,orthogonal,,False,38332,120,0.0082,0.53,0.598,False,-0.0,0.4667,-0.005,-0.0099,False,0.002,0.0024,0.5978,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38332,120,0.0096,0.67,0.5049,False,-0.001,0.4917,-0.006,-0.011,False,0.0046,0.0068,0.9451,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38332,120,0.0162,1.02,0.3067,False,0.0032,0.5583,-0.0017,-0.0067,False,0.0284,0.0156,0.634,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38332,120,0.0149,1.08,0.2796,False,0.0007,0.5083,-0.0043,-0.0092,False,0.0207,0.0146,0.1736,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38332,120,0.0022,0.16,0.8705,False,0.0035,0.525,-0.0015,-0.0064,False,-0.005,0.0146,0.5746,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38332,120,0.0012,0.09,0.9286,False,-0.0004,0.525,-0.0054,-0.0104,False,0.0073,0.0131,0.1773,rejected
f_z_raw,scenario,orthogonal,,False,38404,120,0.0032,0.22,0.827,False,0.0022,0.4333,-0.0028,-0.0077,False,0.001,0.0073,0.5438,rejected
f_z_sn,scenario,orthogonal,,True,38404,120,0.0067,0.47,0.6371,False,0.0013,0.4333,-0.0037,-0.0086,False,0.0154,0.0083,0.6199,rejected
f_sector_z_raw,scenario,orthogonal,,False,38118,120,0.0018,0.12,0.9013,False,0.0028,0.4583,-0.0022,-0.0071,False,0.0029,0.0058,0.5109,rejected
f_sector_z_sn,scenario,orthogonal,,True,38118,120,0.0018,0.12,0.9007,False,0.0028,0.4583,-0.0022,-0.0071,False,0.0083,0.0083,0.5109,rejected
f_rank_raw,scenario,orthogonal,,False,38404,120,0.0032,0.22,0.827,False,0.0022,0.4333,-0.0028,-0.0077,False,0.001,0.0073,0.5438,rejected
f_rank_sn,scenario,orthogonal,,True,38404,120,0.0003,0.02,0.9858,False,0.0015,0.475,-0.0035,-0.0084,False,0.007,0.008,0.6539,rejected
f_winz_raw,scenario,orthogonal,,False,38404,120,0.0032,0.22,0.8265,False,0.0022,0.4333,-0.0028,-0.0077,False,0.0012,0.0071,0.5438,rejected
f_winz_sn,scenario,orthogonal,,True,38404,120,0.0063,0.43,0.6644,False,0.0013,0.475,-0.0036,-0.0086,False,0.0105,0.0077,0.6187,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36639,120,0.0158,1.06,0.2878,False,0.0052,0.5,0.0002,-0.0048,False,0.0195,0.0054,0.6477,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36639,120,0.0122,0.84,0.4026,False,0.0047,0.5167,-0.0003,-0.0052,False,0.0212,0.0054,0.6125,rejected
f_x_quality_raw,scenario,orthogonal,,False,37121,120,-0.0041,-0.46,0.6431,False,-0.0001,0.55,-0.005,-0.01,False,0.0048,-0.0103,0.5874,rejected
f_x_quality_sn,scenario,orthogonal,,True,37121,120,-0.0102,-1.08,0.2812,False,-0.0013,0.5083,-0.0063,-0.0113,False,0.007,-0.0093,0.5069,rejected
f_x_value_raw,scenario,orthogonal,,False,36834,120,0.0229,1.63,0.1026,False,0.0022,0.5583,-0.0027,-0.0076,True,0.0216,0.0177,0.637,rejected
f_x_value_sn,scenario,orthogonal,,True,36834,120,0.0215,1.72,0.0852,False,0.0026,0.5167,-0.0024,-0.0073,True,0.0042,0.0197,0.5692,rejected
f_x_mom_raw,scenario,orthogonal,,False,20395,119,0.0221,1.67,0.0955,False,0.005,0.5714,-0.0,-0.005,False,0.0124,0.0323,0.7714,rejected
f_x_mom_sn,scenario,orthogonal,,True,20395,119,0.0263,2.24,0.0254,False,0.0048,0.5798,-0.0002,-0.0052,True,0.0047,0.0301,0.7355,rejected
f_level_raw,scenario,orthogonal,,False,38408,120,0.0259,1.52,0.1296,False,0.0023,0.5917,-0.0027,-0.0076,True,0.0267,0.0203,0.5025,rejected
f_level_sn,scenario,orthogonal,,True,38408,120,0.0235,1.5,0.1324,False,0.0019,0.575,-0.0031,-0.008,True,0.0258,0.021,0.5974,rejected
f_chg1_raw,scenario,orthogonal,,False,38382,120,0.0271,2.08,0.0373,False,0.0074,0.5667,0.0024,-0.0026,True,0.0392,0.0146,0.6278,rejected
f_chg1_sn,scenario,orthogonal,,True,38382,120,0.0278,2.11,0.0349,False,0.0066,0.575,0.0016,-0.0034,True,0.038,0.013,0.6331,rejected
f_accel_raw,scenario,orthogonal,,False,38351,120,0.0271,2.17,0.0297,False,0.008,0.6,0.003,-0.0019,True,0.0434,0.0089,0.6186,rejected
f_accel_sn,scenario,orthogonal,,True,38351,120,0.0253,2.02,0.0437,False,0.0061,0.55,0.0011,-0.0039,True,0.0389,0.0068,0.6168,rejected
f_lag1_raw,scenario,orthogonal,,False,38382,120,-0.0004,-0.02,0.9816,False,-0.0026,0.4583,-0.0076,-0.0125,False,-0.0085,0.0073,0.5184,rejected
f_lag1_sn,scenario,orthogonal,,True,38382,120,-0.0083,-0.52,0.604,False,-0.0024,0.4417,-0.0074,-0.0124,False,-0.0145,0.0094,0.6256,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38382,120,0.0147,0.88,0.3791,False,0.0,0.5583,-0.0049,-0.0099,True,0.012,0.016,0.4356,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38382,120,0.0079,0.5,0.6188,False,-0.0023,0.5,-0.0073,-0.0123,True,-0.0012,0.0169,0.5798,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38382,120,-0.0027,-0.18,0.8604,False,0.0043,0.5833,-0.0006,-0.0056,False,-0.011,0.0093,0.6069,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38382,120,0.0062,0.4,0.6897,False,0.0014,0.5417,-0.0036,-0.0085,False,0.0003,0.0075,0.582,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38382,120,0.0176,1.21,0.2267,False,0.0058,0.575,0.0008,-0.0041,True,0.0191,0.0242,0.6362,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38382,120,0.0149,1.13,0.2568,False,0.0058,0.5917,0.0009,-0.0041,True,0.0297,0.0234,0.6745,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38382,120,0.0144,0.91,0.362,False,0.0002,0.5667,-0.0048,-0.0097,True,0.0088,0.0084,0.4593,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38382,120,0.0051,0.34,0.7376,False,-0.0031,0.5083,-0.0081,-0.0131,False,-0.0104,0.0086,0.5368,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38382,120,0.0012,0.08,0.9358,False,0.0049,0.5667,-0.0001,-0.005,False,0.0047,0.0,0.6449,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38382,120,0.0067,0.45,0.656,False,0.0039,0.5583,-0.0011,-0.006,False,-0.0047,-0.0017,0.4697,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38382,120,0.0234,1.62,0.1057,False,0.0074,0.575,0.0024,-0.0025,True,0.0292,0.0257,0.6573,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38382,120,0.0215,1.67,0.0947,False,0.006,0.5833,0.0011,-0.0039,True,0.0327,0.0256,0.6961,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38382,120,0.0104,0.65,0.5173,False,-0.003,0.4833,-0.008,-0.013,False,0.0094,-0.0006,0.4658,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38382,120,0.0052,0.35,0.7274,False,-0.0025,0.5,-0.0075,-0.0125,False,0.0042,-0.0008,0.4276,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38382,120,-0.0003,-0.02,0.9852,False,0.0037,0.5583,-0.0012,-0.0062,False,0.0075,-0.0008,0.6853,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38382,120,0.0056,0.38,0.7041,False,0.003,0.5083,-0.0019,-0.0069,False,-0.01,-0.0023,0.4098,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38382,120,0.0229,1.6,0.1106,False,0.0092,0.6083,0.0043,-0.0007,True,0.0248,0.0279,0.653,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38382,120,0.0203,1.61,0.1065,False,0.0085,0.575,0.0036,-0.0014,True,0.0297,0.0283,0.6916,rejected
f_z_raw,scenario,orthogonal,,False,38408,120,0.0259,1.52,0.1296,False,0.0023,0.5917,-0.0027,-0.0076,True,0.0267,0.0203,0.5025,rejected
f_z_sn,scenario,orthogonal,,True,38408,120,0.0235,1.5,0.1324,False,0.0019,0.575,-0.0031,-0.008,True,0.0258,0.021,0.5974,rejected
f_sector_z_raw,scenario,orthogonal,,False,38122,120,0.022,1.38,0.1666,False,0.0025,0.5583,-0.0025,-0.0075,True,0.0257,0.0216,0.5467,rejected
f_sector_z_sn,scenario,orthogonal,,True,38122,120,0.022,1.38,0.1666,False,0.0025,0.5583,-0.0025,-0.0075,True,0.022,0.021,0.5467,rejected
f_rank_raw,scenario,orthogonal,,False,38408,120,0.0259,1.52,0.1296,False,0.0023,0.5917,-0.0027,-0.0076,True,0.0267,0.0203,0.5025,rejected
f_rank_sn,scenario,orthogonal,,True,38408,120,0.0234,1.44,0.1498,False,0.0026,0.5917,-0.0023,-0.0073,True,0.0306,0.0211,0.7219,rejected
f_winz_raw,scenario,orthogonal,,False,38408,120,0.0259,1.52,0.1295,False,0.0023,0.5917,-0.0027,-0.0076,True,0.0267,0.0202,0.5025,rejected
f_winz_sn,scenario,orthogonal,,True,38408,120,0.0236,1.51,0.1319,False,0.0024,0.575,-0.0026,-0.0076,True,0.0283,0.0209,0.6161,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36637,120,-0.0095,-0.87,0.387,False,0.0015,0.4833,-0.0035,-0.0084,False,-0.0195,0.0007,0.6805,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36637,120,-0.008,-0.82,0.412,False,0.003,0.4583,-0.002,-0.007,False,-0.0186,0.0002,0.5622,rejected
f_x_quality_raw,scenario,orthogonal,,False,37178,120,0.0032,0.26,0.7975,False,-0.0026,0.4833,-0.0075,-0.0125,True,-0.0142,0.024,0.5447,rejected
f_x_quality_sn,scenario,orthogonal,,True,37178,120,-0.0021,-0.2,0.8449,False,-0.0015,0.5,-0.0065,-0.0114,False,-0.0098,0.022,0.4102,rejected
f_x_value_raw,scenario,orthogonal,,False,36796,120,-0.0158,-1.16,0.2442,False,-0.0025,0.55,-0.0074,-0.0124,False,-0.0109,-0.0162,0.6255,rejected
f_x_value_sn,scenario,orthogonal,,True,36796,120,-0.0109,-0.84,0.4008,False,-0.0021,0.5333,-0.007,-0.012,False,0.0018,-0.0152,0.5665,rejected
f_x_mom_raw,scenario,orthogonal,,False,20398,119,0.007,0.59,0.5564,False,0.0025,0.5546,-0.0025,-0.0075,True,0.016,-0.0023,0.7634,rejected
f_x_mom_sn,scenario,orthogonal,,True,20398,119,-0.0044,-0.36,0.7174,False,-0.0006,0.4706,-0.0056,-0.0106,False,0.0074,-0.0017,0.7299,rejected
f_level_raw,scenario,orthogonal,,False,32647,120,0.026,1.96,0.0504,False,0.0024,0.5833,-0.0025,-0.0075,True,0.0076,0.0255,0.6223,rejected
f_level_sn,scenario,orthogonal,,True,32647,120,0.0352,2.71,0.0067,False,0.003,0.65,-0.0019,-0.0069,True,0.0194,0.0253,0.5443,rejected
f_chg1_raw,scenario,orthogonal,,False,32498,120,0.0216,1.99,0.0461,False,0.0032,0.5917,-0.0018,-0.0067,True,0.0274,0.0183,0.7475,rejected
f_chg1_sn,scenario,orthogonal,,True,32498,120,0.0213,2.19,0.0283,False,0.0048,0.6,-0.0002,-0.0052,True,0.0279,0.016,0.526,rejected
f_accel_raw,scenario,orthogonal,,False,32186,120,0.005,0.51,0.6066,False,0.0008,0.5667,-0.0042,-0.0091,False,0.0057,0.0215,0.7133,rejected
f_accel_sn,scenario,orthogonal,,True,32186,120,0.0184,1.7,0.0896,False,0.0019,0.5083,-0.003,-0.008,True,0.0126,0.0198,0.5537,rejected
f_lag1_raw,scenario,orthogonal,,False,32498,120,0.0114,0.84,0.3997,False,0.0011,0.55,-0.0039,-0.0089,True,-0.0081,0.0084,0.6417,rejected
f_lag1_sn,scenario,orthogonal,,True,32498,120,0.0101,0.76,0.4482,False,0.0024,0.575,-0.0026,-0.0076,True,-0.0084,0.0089,0.4798,rejected
f_rmean_5_raw,scenario,orthogonal,,False,32498,120,0.0067,0.49,0.6251,False,0.0006,0.5333,-0.0044,-0.0093,False,-0.0278,0.0131,0.656,rejected
f_rmean_5_sn,scenario,orthogonal,,True,32498,120,0.0161,1.26,0.2081,False,0.0018,0.5583,-0.0032,-0.0082,True,-0.0069,0.0138,0.4351,rejected
f_rstd_5_raw,scenario,orthogonal,,False,32498,120,0.0105,0.79,0.4313,False,0.0004,0.4917,-0.0045,-0.0095,True,-0.0033,0.0041,0.8046,rejected
f_rstd_5_sn,scenario,orthogonal,,True,32498,120,0.0169,1.24,0.2159,False,-0.0003,0.4833,-0.0053,-0.0103,True,-0.0024,0.0041,0.4351,rejected
f_rchg_5_raw,scenario,orthogonal,,False,32498,120,0.0003,0.02,0.985,False,-0.0021,0.45,-0.0071,-0.012,False,0.0241,-0.0133,0.7066,rejected
f_rchg_5_sn,scenario,orthogonal,,True,32498,120,0.0007,0.05,0.9604,False,0.0019,0.575,-0.0031,-0.0081,False,0.0139,-0.0143,0.5614,rejected
f_rmean_21_raw,scenario,orthogonal,,False,32498,120,0.0136,1.11,0.269,False,0.0007,0.5583,-0.0043,-0.0092,True,-0.0054,0.0103,0.6933,rejected
f_rmean_21_sn,scenario,orthogonal,,True,32498,120,0.0032,0.29,0.775,False,-0.002,0.4833,-0.007,-0.012,True,-0.0173,0.0106,0.2107,rejected
f_rstd_21_raw,scenario,orthogonal,,False,32498,120,0.001,0.07,0.9413,False,0.0023,0.5,-0.0027,-0.0076,False,-0.0174,-0.0127,0.7277,rejected
f_rstd_21_sn,scenario,orthogonal,,True,32498,120,0.0024,0.23,0.8214,False,0.0021,0.475,-0.0029,-0.0079,False,-0.0062,-0.0128,0.1874,rejected
f_rchg_21_raw,scenario,orthogonal,,False,32498,120,-0.0044,-0.33,0.7391,False,0.0005,0.525,-0.0045,-0.0095,False,0.0083,-0.0073,0.6896,rejected
f_rchg_21_sn,scenario,orthogonal,,True,32498,120,0.0114,0.91,0.3612,False,0.0021,0.5667,-0.0028,-0.0078,True,0.0148,-0.0078,0.8462,rejected
f_rmean_63_raw,scenario,orthogonal,,False,32498,120,0.0192,1.5,0.134,False,0.0016,0.5667,-0.0033,-0.0083,True,0.0033,0.0081,0.6824,rejected
f_rmean_63_sn,scenario,orthogonal,,True,32498,120,0.0106,0.91,0.3602,False,0.0015,0.55,-0.0035,-0.0084,True,-0.0191,0.0081,0.2214,rejected
f_rstd_63_raw,scenario,orthogonal,,False,32498,120,-0.0025,-0.18,0.8576,False,0.0002,0.5083,-0.0047,-0.0097,False,-0.0154,-0.0117,0.6914,rejected
f_rstd_63_sn,scenario,orthogonal,,True,32498,120,0.0072,0.61,0.5394,False,0.0008,0.5083,-0.0042,-0.0091,True,-0.0158,-0.0113,0.2282,rejected
f_rchg_63_raw,scenario,orthogonal,,False,32498,120,-0.0017,-0.12,0.9022,False,0.0002,0.525,-0.0048,-0.0097,False,0.0123,0.0015,0.6877,rejected
f_rchg_63_sn,scenario,orthogonal,,True,32498,120,0.0093,0.68,0.4946,False,0.0033,0.525,-0.0016,-0.0066,True,0.0098,0.0006,0.8259,rejected
f_z_raw,scenario,orthogonal,,False,32647,120,0.026,1.96,0.0504,False,0.0024,0.5833,-0.0025,-0.0075,True,0.0076,0.0255,0.6223,rejected
f_z_sn,scenario,orthogonal,,True,32647,120,0.0352,2.71,0.0067,False,0.003,0.65,-0.0019,-0.0069,True,0.0194,0.0253,0.5443,rejected
f_sector_z_raw,scenario,orthogonal,,False,32324,120,0.0266,2.04,0.0413,False,0.0032,0.6,-0.0017,-0.0067,False,0.0292,0.0272,0.3911,rejected
f_sector_z_sn,scenario,orthogonal,,True,32324,120,0.0265,2.04,0.0415,False,0.0032,0.6,-0.0017,-0.0067,False,0.0285,0.0253,0.3911,rejected
f_rank_raw,scenario,orthogonal,,False,32647,120,0.026,1.96,0.0504,False,0.0024,0.5833,-0.0025,-0.0075,True,0.0076,0.0255,0.6223,rejected
f_rank_sn,scenario,orthogonal,,True,32647,120,0.0249,1.83,0.0674,False,0.0006,0.5917,-0.0043,-0.0093,True,0.0105,0.0255,0.767,rejected
f_winz_raw,scenario,orthogonal,,False,32647,120,0.026,1.96,0.0504,False,0.0024,0.5833,-0.0025,-0.0075,True,0.0076,0.0255,0.6223,rejected
f_winz_sn,scenario,orthogonal,,True,32647,120,0.0334,2.56,0.0106,False,0.0031,0.6417,-0.0019,-0.0069,True,0.0217,0.0256,0.6351,rejected
f_x_surprise_raw,scenario,orthogonal,,False,31107,120,-0.0012,-0.1,0.9223,False,0.0014,0.45,-0.0036,-0.0085,False,-0.0315,0.0518,0.736,rejected
f_x_surprise_sn,scenario,orthogonal,,True,31107,120,0.0091,0.73,0.4653,False,0.0029,0.425,-0.0021,-0.007,True,-0.0188,0.052,0.7224,rejected
f_x_quality_raw,scenario,orthogonal,,False,31349,120,-0.0239,-1.64,0.1002,False,-0.0053,0.575,-0.0103,-0.0153,False,-0.012,-0.0332,0.6676,rejected
f_x_quality_sn,scenario,orthogonal,,True,31349,120,-0.021,-1.69,0.0912,False,-0.002,0.55,-0.0069,-0.0119,False,-0.0043,-0.0332,0.668,rejected
f_x_value_raw,scenario,orthogonal,,False,31438,120,-0.003,-0.24,0.8136,False,-0.0017,0.525,-0.0067,-0.0116,False,-0.0072,0.0165,0.7243,rejected
f_x_value_sn,scenario,orthogonal,,True,31438,120,-0.0099,-0.78,0.4377,False,-0.0034,0.5333,-0.0083,-0.0133,False,-0.0363,0.0161,0.5508,rejected
f_x_mom_raw,scenario,orthogonal,,False,16821,119,0.0089,0.57,0.569,False,0.0036,0.5714,-0.0014,-0.0064,False,0.0121,0.0273,0.817,rejected
f_x_mom_sn,scenario,orthogonal,,True,16821,119,0.0111,0.68,0.495,False,0.0038,0.5714,-0.0012,-0.0062,False,0.0022,0.0275,0.7684,rejected
f_level_raw,scenario,orthogonal,,False,29280,120,0.0025,0.2,0.8452,False,0.0003,0.4417,-0.0047,-0.0097,False,-0.0044,0.0347,0.6366,rejected
f_level_sn,scenario,orthogonal,,True,29280,120,-0.0007,-0.05,0.9566,False,-0.001,0.5167,-0.0059,-0.0109,False,-0.0007,0.0343,0.6871,rejected
f_chg1_raw,scenario,orthogonal,,False,26651,120,0.0037,0.32,0.75,False,0.0025,0.5333,-0.0024,-0.0074,False,-0.0145,0.011,0.715,rejected
f_chg1_sn,scenario,orthogonal,,True,26651,120,0.013,1.07,0.2857,False,0.0032,0.4917,-0.0018,-0.0067,False,-0.007,0.0127,0.667,rejected
f_accel_raw,scenario,orthogonal,,False,25293,120,-0.0056,-0.47,0.6361,False,-0.0006,0.525,-0.0055,-0.0105,False,-0.0299,0.0067,0.6988,rejected
f_accel_sn,scenario,orthogonal,,True,25293,120,-0.0035,-0.27,0.786,False,-0.0004,0.5667,-0.0054,-0.0104,False,-0.0347,0.0103,0.6447,rejected
f_lag1_raw,scenario,orthogonal,,False,26651,120,-0.0062,-0.43,0.6642,False,-0.0016,0.6167,-0.0066,-0.0115,False,0.0032,0.0193,0.6674,rejected
f_lag1_sn,scenario,orthogonal,,True,26651,120,-0.0099,-0.69,0.4925,False,-0.0027,0.5917,-0.0076,-0.0126,False,-0.0,0.0176,0.7581,rejected
f_rmean_5_raw,scenario,orthogonal,,False,26651,120,-0.0195,-1.32,0.1864,False,-0.0028,0.5333,-0.0077,-0.0127,False,-0.0247,0.0267,0.6815,rejected
f_rmean_5_sn,scenario,orthogonal,,True,26651,120,-0.0139,-0.91,0.3632,False,-0.0034,0.5417,-0.0084,-0.0134,False,-0.017,0.0266,0.8694,rejected
f_rstd_5_raw,scenario,orthogonal,,False,26651,120,0.0133,0.98,0.3259,False,0.0009,0.5583,-0.0041,-0.009,True,0.0282,-0.025,0.7094,rejected
f_rstd_5_sn,scenario,orthogonal,,True,26651,120,0.0132,0.86,0.3905,False,0.0023,0.5583,-0.0026,-0.0076,True,0.0112,-0.0267,0.7,rejected
f_rchg_5_raw,scenario,orthogonal,,False,26651,120,0.0065,0.55,0.583,False,-0.0006,0.575,-0.0055,-0.0105,True,0.0002,0.0031,0.718,rejected
f_rchg_5_sn,scenario,orthogonal,,True,26651,120,0.0098,0.78,0.4357,False,0.0017,0.4833,-0.0033,-0.0083,True,-0.0025,0.0032,0.6502,rejected
f_rmean_21_raw,scenario,orthogonal,,False,26651,120,-0.0104,-0.72,0.4731,False,-0.0025,0.55,-0.0074,-0.0124,False,-0.0125,0.0261,0.6547,rejected
f_rmean_21_sn,scenario,orthogonal,,True,26651,120,-0.005,-0.35,0.729,False,-0.0029,0.525,-0.0079,-0.0128,False,0.001,0.0269,0.8696,rejected
f_rstd_21_raw,scenario,orthogonal,,False,26651,120,0.0068,0.51,0.6085,False,0.0031,0.5417,-0.0019,-0.0068,True,0.005,-0.0101,0.6914,rejected
f_rstd_21_sn,scenario,orthogonal,,True,26651,120,0.0031,0.22,0.822,False,0.0017,0.5833,-0.0032,-0.0082,False,-0.0061,-0.013,0.7062,rejected
f_rchg_21_raw,scenario,orthogonal,,False,26651,120,-0.0002,-0.01,0.9887,False,0.0007,0.4833,-0.0043,-0.0092,False,-0.0132,0.0133,0.7264,rejected
f_rchg_21_sn,scenario,orthogonal,,True,26651,120,0.0054,0.47,0.6364,False,0.0014,0.4667,-0.0036,-0.0085,False,-0.0107,0.0127,0.6335,rejected
f_rmean_63_raw,scenario,orthogonal,,False,26651,120,-0.0076,-0.53,0.5948,False,-0.003,0.5583,-0.008,-0.013,False,-0.0092,0.032,0.656,rejected
f_rmean_63_sn,scenario,orthogonal,,True,26651,120,-0.0003,-0.02,0.9807,False,-0.0026,0.5,-0.0075,-0.0125,False,-0.0003,0.033,0.8722,rejected
f_rstd_63_raw,scenario,orthogonal,,False,26651,120,0.0026,0.19,0.8494,False,0.0014,0.5167,-0.0035,-0.0085,False,0.0065,-0.0246,0.6957,rejected
f_rstd_63_sn,scenario,orthogonal,,True,26651,120,0.0045,0.33,0.7437,False,0.001,0.5083,-0.004,-0.009,False,0.0087,-0.0275,0.7086,rejected
f_rchg_63_raw,scenario,orthogonal,,False,26651,120,-0.0028,-0.24,0.8142,False,-0.0009,0.575,-0.0059,-0.0108,False,-0.0102,0.0103,0.7157,rejected
f_rchg_63_sn,scenario,orthogonal,,True,26651,120,-0.0,-0.0,0.9991,False,0.0009,0.5,-0.0041,-0.0091,False,-0.0112,0.0097,0.6358,rejected
f_z_raw,scenario,orthogonal,,False,29280,120,0.0025,0.2,0.8452,False,0.0003,0.4417,-0.0047,-0.0097,False,-0.0044,0.0347,0.6366,rejected
f_z_sn,scenario,orthogonal,,True,29280,120,-0.0007,-0.05,0.9564,False,-0.001,0.5167,-0.0059,-0.0109,False,-0.0007,0.0343,0.6871,rejected
f_sector_z_raw,scenario,orthogonal,,False,28907,120,0.0109,0.83,0.4046,False,0.0016,0.45,-0.0033,-0.0083,True,0.002,0.0329,0.6095,rejected
f_sector_z_sn,scenario,orthogonal,,True,28907,120,0.0109,0.83,0.4049,False,0.0017,0.45,-0.0033,-0.0083,True,-0.0003,0.0343,0.6095,rejected
f_rank_raw,scenario,orthogonal,,False,29280,120,0.0025,0.2,0.8452,False,0.0003,0.4417,-0.0047,-0.0097,False,-0.0044,0.0347,0.6366,rejected
f_rank_sn,scenario,orthogonal,,True,29280,120,0.0072,0.6,0.5463,False,-0.001,0.6083,-0.006,-0.011,True,0.0006,0.0343,0.7026,rejected
f_winz_raw,scenario,orthogonal,,False,29280,120,0.0025,0.2,0.8442,False,0.0003,0.4417,-0.0047,-0.0097,False,-0.0044,0.0347,0.6366,rejected
f_winz_sn,scenario,orthogonal,,True,29280,120,-0.0004,-0.03,0.9721,False,-0.0009,0.5167,-0.0059,-0.0109,False,-0.0015,0.0343,0.6858,rejected
f_x_surprise_raw,scenario,orthogonal,,False,28247,120,-0.0005,-0.04,0.9686,False,-0.0053,0.5417,-0.0103,-0.0153,False,0.0021,-0.0223,0.7085,rejected
f_x_surprise_sn,scenario,orthogonal,,True,28247,120,-0.0056,-0.43,0.667,False,-0.0058,0.5333,-0.0108,-0.0158,False,-0.0115,-0.0227,0.5877,rejected
f_x_quality_raw,scenario,orthogonal,,False,28368,120,0.0042,0.34,0.7326,False,0.0004,0.5167,-0.0046,-0.0095,False,0.0048,0.0111,0.6088,rejected
f_x_quality_sn,scenario,orthogonal,,True,28368,120,0.0104,0.87,0.3846,False,0.0012,0.5,-0.0038,-0.0088,True,-0.005,0.0119,0.549,rejected
f_x_value_raw,scenario,orthogonal,,False,28344,120,-0.0087,-0.7,0.4869,False,-0.0029,0.5417,-0.0078,-0.0128,False,0.0072,-0.0275,0.6555,rejected
f_x_value_sn,scenario,orthogonal,,True,28344,120,-0.0161,-1.34,0.1802,False,-0.0045,0.525,-0.0095,-0.0144,False,-0.0021,-0.0252,0.7547,rejected
f_x_mom_raw,scenario,orthogonal,,False,19180,119,-0.0129,-1.12,0.263,False,-0.0026,0.4958,-0.0076,-0.0126,False,-0.0194,-0.0114,0.7739,rejected
f_x_mom_sn,scenario,orthogonal,,True,19180,119,-0.0125,-1.02,0.3082,False,-0.003,0.4874,-0.008,-0.0129,False,-0.009,-0.009,0.7721,rejected
ix_earnings_surprise_x_eps_growth_yoy,scenario,interaction,,False,38046,120,-0.0087,-0.66,0.5098,False,-0.0023,0.6083,-0.0073,-0.0123,False,-0.0235,0.0032,0.7889,rejected
ix_earnings_surprise_x_rev_growth_yoy,scenario,interaction,,False,38129,120,-0.0044,-0.29,0.7682,False,-0.0025,0.5333,-0.0075,-0.0125,False,-0.019,0.0108,0.7675,rejected
ix_earnings_surprise_x_gross_profitability,scenario,interaction,,False,38033,120,-0.0124,-1.13,0.26,False,0.0015,0.4583,-0.0035,-0.0085,False,-0.0253,0.0084,0.7415,rejected
ix_earnings_surprise_x_operating_accruals,scenario,interaction,,False,38134,120,-0.013,-1.08,0.2794,False,-0.0076,0.5417,-0.0126,-0.0176,False,-0.0054,-0.0127,0.7248,rejected
ix_earnings_surprise_x_asset_growth,scenario,interaction,,False,38075,120,-0.0127,-0.96,0.3385,False,-0.0014,0.6167,-0.0064,-0.0113,False,-0.0354,0.0146,0.7589,rejected
ix_earnings_surprise_x_net_share_issuance,scenario,interaction,,False,37993,120,-0.0181,-1.11,0.2661,False,-0.0023,0.5083,-0.0072,-0.0122,False,-0.0386,0.0089,0.7254,rejected
ix_earnings_surprise_x_leverage_change,scenario,interaction,,False,37950,120,0.0069,0.48,0.6318,False,0.0039,0.5,-0.0011,-0.0061,False,0.0185,-0.0049,0.6923,rejected
ix_earnings_surprise_x_fcf_to_assets,scenario,interaction,,False,37928,120,-0.0013,-0.11,0.9108,False,0.0032,0.4917,-0.0017,-0.0067,False,-0.0213,0.0134,0.6813,rejected
ix_earnings_surprise_x_dividend_growth,scenario,interaction,,False,32249,120,-0.0007,-0.06,0.9533,False,0.0024,0.5,-0.0026,-0.0076,False,-0.0277,0.0497,0.7574,rejected
ix_earnings_surprise_x_news_sentiment,scenario,interaction,,False,29048,120,-0.0062,-0.44,0.6578,False,-0.0052,0.525,-0.0102,-0.0152,False,0.0012,-0.0278,0.6951,rejected
