ticker,raw_path_redacted,bytes,gitignored
KLAC,research/data/eodhd/raw/fundamentals/KLAC.json,1328277,True
KMI,research/data/eodhd/raw/fundamentals/KMI.json,903902,True
KO,research/data/eodhd/raw/fundamentals/KO.json,1372568,True
KXIAY,research/data/eodhd/raw/fundamentals/KXIAY.json,45757,True
LIN,research/data/eodhd/raw/fundamentals/LIN.json,1195385,True
LITE,research/data/eodhd/raw/fundamentals/LITE.json,496064,True
LLY,research/data/eodhd/raw/fundamentals/LLY.json,1361151,True
LMT,research/data/eodhd/raw/fundamentals/LMT.json,1137518,True
LOW,research/data/eodhd/raw/fundamentals/LOW.json,1355309,True
LRCX,research/data/eodhd/raw/fundamentals/LRCX.json,1336986,True
LSEGY,research/data/eodhd/raw/fundamentals/LSEGY.json,61581,True
LYG,research/data/eodhd/raw/fundamentals/LYG.json,920655,True
MA,research/data/eodhd/raw/fundamentals/MA.json,877251,True
MAR,research/data/eodhd/raw/fundamentals/MAR.json,1008835,True
MCD,research/data/eodhd/raw/fundamentals/MCD.json,1360364,True
MCK,research/data/eodhd/raw/fundamentals/MCK.json,1125700,True
MCO,research/data/eodhd/raw/fundamentals/MCO.json,998561,True
MDLN,research/data/eodhd/raw/fundamentals/MDLN.json,94403,True
MDLZ,research/data/eodhd/raw/fundamentals/MDLZ.json,935836,True
MDT,research/data/eodhd/raw/fundamentals/MDT.json,1351961,True
MELI,research/data/eodhd/raw/fundamentals/MELI.json,767990,True
META,research/data/eodhd/raw/fundamentals/META.json,614554,True
MFC,research/data/eodhd/raw/fundamentals/MFC.json,943996,True
MFG,research/data/eodhd/raw/fundamentals/MFG.json,744298,True
MGCLY,research/data/eodhd/raw/fundamentals/MGCLY.json,94708,True
MMM,research/data/eodhd/raw/fundamentals/MMM.json,1366053,True
MNST,research/data/eodhd/raw/fundamentals/MNST.json,1213730,True
MO,research/data/eodhd/raw/fundamentals/MO.json,1363317,True
MPC,research/data/eodhd/raw/fundamentals/MPC.json,635221,True
MPWR,research/data/eodhd/raw/fundamentals/MPWR.json,849331,True
MRK,research/data/eodhd/raw/fundamentals/MRK.json,1370563,True
MRSH,research/data/eodhd/raw/fundamentals/MRSH.json,1271980,True
MRVL,research/data/eodhd/raw/fundamentals/MRVL.json,958372,True
MS,research/data/eodhd/raw/fundamentals/MS.json,1366550,True
MSFT,research/data/eodhd/raw/fundamentals/MSFT.json,1365956,True
MSI,research/data/eodhd/raw/fundamentals/MSI.json,1357936,True
MU,research/data/eodhd/raw/fundamentals/MU.json,1363606,True
MUFG,research/data/eodhd/raw/fundamentals/MUFG.json,1141369,True
NBIS,research/data/eodhd/raw/fundamentals/NBIS.json,550138,True
NEE,research/data/eodhd/raw/fundamentals/NEE.json,1309152,True
NEM,research/data/eodhd/raw/fundamentals/NEM.json,1353152,True
NET,research/data/eodhd/raw/fundamentals/NET.json,340221,True
NFLX,research/data/eodhd/raw/fundamentals/NFLX.json,894477,True
NGG,research/data/eodhd/raw/fundamentals/NGG.json,805525,True
NKE,research/data/eodhd/raw/fundamentals/NKE.json,1346682,True
NOC,research/data/eodhd/raw/fundamentals/NOC.json,1352658,True
NOK,research/data/eodhd/raw/fundamentals/NOK.json,1059709,True
NOW,research/data/eodhd/raw/fundamentals/NOW.json,606443,True
NSC,research/data/eodhd/raw/fundamentals/NSC.json,1351346,True
NTES,research/data/eodhd/raw/fundamentals/NTES.json,907871,True
NU,research/data/eodhd/raw/fundamentals/NU.json,258443,True
NUE,research/data/eodhd/raw/fundamentals/NUE.json,1352902,True
NVDA,research/data/eodhd/raw/fundamentals/NVDA.json,973457,True
NVO,research/data/eodhd/raw/fundamentals/NVO.json,1252085,True
NVS,research/data/eodhd/raw/fundamentals/NVS.json,932027,True
NWG,research/data/eodhd/raw/fundamentals/NWG.json,787838,True
NXPI,research/data/eodhd/raw/fundamentals/NXPI.json,645675,True
O,research/data/eodhd/raw/fundamentals/O.json,1097023,True
ORCL,research/data/eodhd/raw/fundamentals/ORCL.json,1367389,True
ORLY,research/data/eodhd/raw/fundamentals/ORLY.json,1140828,True
PANW,research/data/eodhd/raw/fundamentals/PANW.json,590322,True
PBR,research/data/eodhd/raw/fundamentals/PBR.json,942105,True
PCAR,research/data/eodhd/raw/fundamentals/PCAR.json,1349009,True
PDD,research/data/eodhd/raw/fundamentals/PDD.json,368228,True
PEP,research/data/eodhd/raw/fundamentals/PEP.json,1370583,True
PFE,research/data/eodhd/raw/fundamentals/PFE.json,1373920,True
PG,research/data/eodhd/raw/fundamentals/PG.json,1363749,True
PGR,research/data/eodhd/raw/fundamentals/PGR.json,1347749,True
PH,research/data/eodhd/raw/fundamentals/PH.json,1350452,True
PLD,research/data/eodhd/raw/fundamentals/PLD.json,1002785,True
PLTR,research/data/eodhd/raw/fundamentals/PLTR.json,295105,True
PM,research/data/eodhd/raw/fundamentals/PM.json,755429,True
PNC,research/data/eodhd/raw/fundamentals/PNC.json,1328484,True
PSX,research/data/eodhd/raw/fundamentals/PSX.json,603065,True
PWR,research/data/eodhd/raw/fundamentals/PWR.json,1015244,True
QCOM,research/data/eodhd/raw/fundamentals/QCOM.json,1237611,True
RACE,research/data/eodhd/raw/fundamentals/RACE.json,479167,True
RCL,research/data/eodhd/raw/fundamentals/RCL.json,1200970,True
REGN,research/data/eodhd/raw/fundamentals/REGN.json,1213979,True
RELX,research/data/eodhd/raw/fundamentals/RELX.json,879819,True
RIO,research/data/eodhd/raw/fundamentals/RIO.json,802579,True
RKLB,research/data/eodhd/raw/fundamentals/RKLB.json,258555,True
ROST,research/data/eodhd/raw/fundamentals/ROST.json,1301255,True
RSG,research/data/eodhd/raw/fundamentals/RSG.json,986898,True
RTNTF,research/data/eodhd/raw/fundamentals/RTNTF.json,645406,True
RTX,research/data/eodhd/raw/fundamentals/RTX.json,1342328,True
RY,research/data/eodhd/raw/fundamentals/RY.json,1245116,True
SAN,research/data/eodhd/raw/fundamentals/SAN.json,1174071,True
SAP,research/data/eodhd/raw/fundamentals/SAP.json,969327,True
SBUX,research/data/eodhd/raw/fundamentals/SBUX.json,1208358,True
SCCO,research/data/eodhd/raw/fundamentals/SCCO.json,1080923,True
SCHW,research/data/eodhd/raw/fundamentals/SCHW.json,1340149,True
SHEL,research/data/eodhd/raw/fundamentals/SHEL.json,820352,True
SHOP,research/data/eodhd/raw/fundamentals/SHOP.json,479541,True
SHW,research/data/eodhd/raw/fundamentals/SHW.json,1349874,True
SLB,research/data/eodhd/raw/fundamentals/SLB.json,1357496,True
SMERY,research/data/eodhd/raw/fundamentals/SMERY.json,76926,True
SMFG,research/data/eodhd/raw/fundamentals/SMFG.json,797475,True
SNDK,research/data/eodhd/raw/fundamentals/SNDK.json,226801,True
SNHIY,research/data/eodhd/raw/fundamentals/SNHIY.json,66179,True
SNOW,research/data/eodhd/raw/fundamentals/SNOW.json,382322,True
SNPS,research/data/eodhd/raw/fundamentals/SNPS.json,1225169,True
SNY,research/data/eodhd/raw/fundamentals/SNY.json,846509,True
SO,research/data/eodhd/raw/fundamentals/SO.json,1311754,True
SONY,research/data/eodhd/raw/fundamentals/SONY.json,1292013,True
SPG,research/data/eodhd/raw/fundamentals/SPG.json,1143500,True
SPGI,research/data/eodhd/raw/fundamentals/SPGI.json,1349330,True
SPOT,research/data/eodhd/raw/fundamentals/SPOT.json,392932,True
SRE,research/data/eodhd/raw/fundamentals/SRE.json,1306930,True
STM,research/data/eodhd/raw/fundamentals/STM.json,1048090,True
STX,research/data/eodhd/raw/fundamentals/STX.json,917346,True
SU,research/data/eodhd/raw/fundamentals/SU.json,1181934,True
SYK,research/data/eodhd/raw/fundamentals/SYK.json,1350159,True
T,research/data/eodhd/raw/fundamentals/T.json,1363380,True
TD,research/data/eodhd/raw/fundamentals/TD.json,1090967,True
TDG,research/data/eodhd/raw/fundamentals/TDG.json,909934,True
TEL,research/data/eodhd/raw/fundamentals/TEL.json,763556,True
TER,research/data/eodhd/raw/fundamentals/TER.json,1338610,True
TFC,research/data/eodhd/raw/fundamentals/TFC.json,1327047,True
TGT,research/data/eodhd/raw/fundamentals/TGT.json,1347774,True
TJX,research/data/eodhd/raw/fundamentals/TJX.json,1314554,True
TM,research/data/eodhd/raw/fundamentals/TM.json,1174312,True
TMO,research/data/eodhd/raw/fundamentals/TMO.json,1355686,True
TMUS,research/data/eodhd/raw/fundamentals/TMUS.json,786936,True
TRGP,research/data/eodhd/raw/fundamentals/TRGP.json,639816,True
TRP,research/data/eodhd/raw/fundamentals/TRP.json,1232346,True
TRV,research/data/eodhd/raw/fundamentals/TRV.json,1349409,True
TSLA,research/data/eodhd/raw/fundamentals/TSLA.json,690630,True
TT,research/data/eodhd/raw/fundamentals/TT.json,1321427,True
TTE,research/data/eodhd/raw/fundamentals/TTE.json,1111493,True
TXN,research/data/eodhd/raw/fundamentals/TXN.json,1359255,True
UBER,research/data/eodhd/raw/fundamentals/UBER.json,365875,True
UBS,research/data/eodhd/raw/fundamentals/UBS.json,925985,True
UL,research/data/eodhd/raw/fundamentals/UL.json,1165201,True
UNH,research/data/eodhd/raw/fundamentals/UNH.json,1360718,True
UNP,research/data/eodhd/raw/fundamentals/UNP.json,1353707,True
UPS,research/data/eodhd/raw/fundamentals/UPS.json,977534,True
URI,research/data/eodhd/raw/fundamentals/URI.json,996277,True
USB,research/data/eodhd/raw/fundamentals/USB.json,1346413,True
V,research/data/eodhd/raw/fundamentals/V.json,752471,True
VALE,research/data/eodhd/raw/fundamentals/VALE.json,897945,True
VLO,research/data/eodhd/raw/fundamentals/VLO.json,1346215,True
VRT,research/data/eodhd/raw/fundamentals/VRT.json,353922,True
VRTX,research/data/eodhd/raw/fundamentals/VRTX.json,1219940,True
VZ,research/data/eodhd/raw/fundamentals/VZ.json,1364570,True
WBD,research/data/eodhd/raw/fundamentals/WBD.json,783439,True
WDC,research/data/eodhd/raw/fundamentals/WDC.json,1337710,True
WELL,research/data/eodhd/raw/fundamentals/WELL.json,1321480,True
WFC,research/data/eodhd/raw/fundamentals/WFC.json,1360833,True
WM,research/data/eodhd/raw/fundamentals/WM.json,1314451,True
WMB,research/data/eodhd/raw/fundamentals/WMB.json,1316359,True
WMT,research/data/eodhd/raw/fundamentals/WMT.json,1376717,True
XOM,research/data/eodhd/raw/fundamentals/XOM.json,1371880,True
